cell_F1,cell_P,cell_R,group_acc,exact_profile,validity,n_heldout_cells,n_group_inst,n_wellformed,n_fullobs,arm,protocol,seed,config,shrink,k,tau,rank,l2,n_iter,strict_gold
0.7834905660377358,0.8383243606998654,0.7353896103896104,0.7687517298643787,0.7357067231339333,0.9678976901996608,20417,7663,7226,7556,knn_bin,group,43,B,0.5,25,0.4,64,0.02,1200,False
0.7824937810945274,0.8267082785808147,0.7427685950413223,0.7944921118184335,0.7494706193753309,1.0,20417,7663,7226,7556,knn_cat,group,43,B,0.5,25,0.4,64,0.02,1200,False
0.8363809071479459,0.9019976096977976,0.7796635182998819,0.8213543830494391,0.7896410120545768,0.9638522771760408,20416,7663,7221,7549,softimpute_bin,group,44,B,0.5,25,0.4,64,0.02,1200,False
0.8359648440538228,0.8837362275941457,0.7930932703659976,0.8573604763883119,0.808583918399788,1.0,20416,7663,7221,7549,softimpute_cat,group,44,B,0.5,25,0.4,64,0.02,1200,False
0.7825813056146154,0.8389329731554955,0.7333234946871311,0.7746849466832849,0.7371837329447609,0.9693331593370742,20416,7663,7221,7549,knn_bin,group,44,B,0.5,25,0.4,64,0.02,1200,False
0.7790175112350846,0.8200652528548124,0.7418831168831169,0.7961501177122282,0.7506954563518347,1.0,20416,7663,7221,7549,knn_cat,group,44,B,0.5,25,0.4,64,0.02,1200,False
0.8318992989165073,0.8947729220222793,0.7772815244900998,0.8142718849398424,0.785307743216413,0.9631997912044892,20417,7663,7231,7555,softimpute_bin,group,45,B,0.5,25,0.4,64,0.02,1200,False
0.8311281609645346,0.8764861294583883,0.7902337352984964,0.8505047711243258,0.8026472534745202,1.0,20417,7663,7231,7555,softimpute_cat,group,45,B,0.5,25,0.4,64,0.02,1200,False
0.7845887173022377,0.8333054393305439,0.7412535358046747,0.7704328585257917,0.7381866313699537,0.9641132715646612,20417,7663,7231,7555,knn_bin,group,45,B,0.5,25,0.4,64,0.02,1200,False
0.7798300989790352,0.818285901210337,0.7448265594759566,0.7947725072604066,0.7503639973527465,1.0,20417,7663,7231,7555,knn_cat,group,45,B,0.5,25,0.4,64,0.02,1200,False
0.8362637362637363,0.898465171192444,0.7821171634121274,0.8154422996805999,0.7850615812475169,0.9592848753751796,20412,7663,7201,7551,softimpute_bin,group,46,B,0.5,25,0.4,64,0.02,1200,False
0.8351376430559853,0.8822087894134946,0.7928351196593746,0.8554367448965422,0.8037346046881207,1.0,20412,7663,7201,7551,softimpute_cat,group,46,B,0.5,25,0.4,64,0.02,1200,False
0.7810179032131966,0.8352842809364549,0.7333724856849214,0.7711428968198861,0.7334127930075487,0.965940232285006,20412,7663,7201,7551,knn_bin,group,46,B,0.5,25,0.4,64,0.02,1200,False
0.7779498296686281,0.8229320229320229,0.7376303039201292,0.7940563810581863,0.7465236392530791,1.0,20412,7663,7201,7551,knn_cat,group,46,B,0.5,25,0.4,64,0.02,1200,False
0.9199059844512746,0.969881814715974,0.874828060522696,0.9655837004405288,0.9430959013131716,0.9672452042281092,7663,7663,7264,7539,softimpute_bin,cell,42,B,0.5,25,0.4,64,0.02,1200,False
0.9053362573099416,0.9660686427457098,0.8517881705639615,0.97590859030837,0.93274970155193,0.9920396711470704,7663,7663,7264,7539,softimpute_cat,cell,42,B,0.5,25,0.4,64,0.02,1200,False
0.8384955752212389,0.9038155802861684,0.7819807427785419,0.9034966960352424,0.8859265154529778,0.9487146026360432,7663,7663,7264,7539,knn_bin,cell,42,B,0.5,25,0.4,64,0.02,1200,False
0.8492890995260662,0.9463455851288552,0.7702888583218707,0.9380506607929516,0.897068576734315,0.9920396711470704,7663,7663,7264,7539,knn_cat,cell,42,B,0.5,25,0.4,64,0.02,1200,False
0.9181544988509812,0.9722950205915388,0.8697253851306095,0.9615066225165564,0.9406622516556292,0.9645047631475924,7663,7663,7248,7550,softimpute_bin,cell,43,B,0.5,25,0.4,64,0.02,1200,False
0.900733321409408,0.9666026871401152,0.8432685867381112,0.9724061810154524,0.9290066225165564,0.9913871851755188,7663,7663,7248,7550,softimpute_cat,cell,43,B,0.5,25,0.4,64,0.02,1200,False
0.826933575978162,0.9055400557991232,0.7608841259209645,0.8950055187637969,0.8758940397350994,0.9484536082474226,7663,7663,7248,7550,knn_bin,cell,43,B,0.5,25,0.4,64,0.02,1200,False
0.8431079566679118,0.953125,0.7558606831882116,0.9330849889624724,0.8912582781456954,0.9913871851755188,7663,7663,7248,7550,knn_cat,cell,43,B,0.5,25,0.4,64,0.02,1200,False
0.9092261904761906,0.959937156323645,0.8636042402826856,0.958610188261351,0.9379145661979305,0.9591543781808692,7663,7663,7224,7538,softimpute_bin,cell,44,B,0.5,25,0.4,64,0.02,1200,False
0.8921382453475124,0.9642857142857144,0.830035335689046,0.9739756367663344,0.9276996550809232,0.9915176823698292,7663,7663,7224,7538,softimpute_cat,cell,44,B,0.5,25,0.4,64,0.02,1200,False
0.8215243201838376,0.8967391304347826,0.7579505300353356,0.8986710963455149,0.8790130007959671,0.943755709252251,7663,7663,7224,7538,knn_bin,cell,44,B,0.5,25,0.4,64,0.02,1200,False
0.8357199681782022,0.9558689717925388,0.7424028268551237,0.9383997785160576,0.8946670204298223,0.9915176823698292,7663,7663,7224,7538,knn_cat,cell,44,B,0.5,25,0.4,64,0.02,1200,False
0.9161539813675512,0.9669758812615956,0.8704074816299265,0.9611650485436892,0.9387186629526464,0.9601983557353516,7663,7663,7210,7539,softimpute_bin,cell,45,B,0.5,25,0.4,64,0.02,1200,False
0.8930500540151242,0.96875,0.8283233132932531,0.9717059639389736,0.9238625812441968,0.9913871851755188,7663,7663,7210,7539,softimpute_cat,cell,45,B,0.5,25,0.4,64,0.02,1200,False
0.8296753128967894,0.907899960301707,0.7638610554442218,0.8965325936199723,0.8774373259052924,0.9450606811953542,7663,7663,7210,7539,knn_bin,cell,45,B,0.5,25,0.4,64,0.02,1200,False
0.8314564564564563,0.9490145672664952,0.739812959251837,0.9292649098474342,0.883671574479374,0.9913871851755188,7663,7663,7210,7539,knn_cat,cell,45,B,0.5,25,0.4,64,0.02,1200,False
0.9175145348837208,0.9715275105809928,0.8691910499139415,0.9626556016597512,0.94108301337217,0.9631997912044892,7663,7663,7230,7553,softimpute_bin,cell,46,B,0.5,25,0.4,64,0.02,1200,False
0.8992248062015503,0.9693593314763232,0.8385542168674699,0.976625172890733,0.9298292069376408,0.9925616599243116,7663,7663,7230,7553,softimpute_cat,cell,46,B,0.5,25,0.4,64,0.02,1200,False
0.8294689603590126,0.9079001227998362,0.7635111876075732,0.9037344398340248,0.8819012312988217,0.9506720605506982,7663,7663,7230,7553,knn_bin,cell,46,B,0.5,25,0.4,64,0.02,1200,False
0.8407079646017699,0.95290013083297,0.7521514629948365,0.9377593360995852,0.893155037733351,0.9925616599243116,7663,7663,7230,7553,knn_cat,cell,46,B,0.5,25,0.4,64,0.02,1200,False
0.8243222777525367,0.8427001083759096,0.8067289165555062,0.7885225548351497,0.768986083499006,0.9230066553569098,20405,7663,7249,7545,mf_bin,group,42,B,0.5,50,0.4,64,0.08,1200,False
0.8069257406694883,0.8391485275288092,0.7770861123462279,0.8355635260035867,0.7908548707753479,1.0,20405,7663,7249,7545,mf_cat,group,42,B,0.5,50,0.4,64,0.08,1200,False
0.8188845104577145,0.841588785046729,0.7973730814639906,0.7812067533905341,0.7582053996823717,0.9260080908260472,20417,7663,7226,7556,mf_bin,group,43,B,0.5,50,0.4,64,0.08,1200,False
0.8082853855005755,0.8416679980827608,0.7774498229043684,0.837669526709106,0.7898358920063525,1.0,20417,7663,7226,7556,mf_cat,group,43,B,0.5,50,0.4,64,0.08,1200,False
0.8246738556669934,0.8431765612952968,0.806965761511216,0.7957346627890873,0.7681812160551066,0.9253556048544956,20416,7663,7221,7549,mf_bin,group,44,B,0.5,50,0.4,64,0.08,1200,False
0.8074534161490684,0.8403830806065443,0.7770070838252656,0.8397728846420164,0.7914955623261359,1.0,20416,7663,7221,7549,mf_cat,group,44,B,0.5,50,0.4,64,0.08,1200,False
0.8155192088246481,0.8338518979464842,0.7979752865862736,0.7835707371041349,0.7596293845135672,0.9274435599634608,20417,7663,7231,7555,mf_bin,group,45,B,0.5,50,0.4,64,0.08,1200,False
0.8128037022753568,0.8433098591549296,0.7844275718326634,0.8428986308947587,0.7961614824619457,1.0,20417,7663,7231,7555,mf_cat,group,45,B,0.5,50,0.4,64,0.08,1200,False
0.81847540368006,0.8377921279212792,0.8000293642636911,0.7843355089570893,0.7583101575950205,0.9213101918308756,20412,7663,7201,7551,mf_bin,group,46,B,0.5,50,0.4,64,0.08,1200,False
0.8100358422939069,0.842748333862266,0.7797680223168404,0.8408554367448965,0.7906237584425904,1.0,20412,7663,7201,7551,mf_cat,group,46,B,0.5,50,0.4,64,0.08,1200,False
0.8951219512195123,0.907132768361582,0.8834250343878954,0.9372246696035242,0.9216076402705928,0.9472791334986298,7663,7663,7264,7539,mf_bin,cell,42,B_strict,0.5,50,0.4,64,0.08,1200,True
0.895130403064016,0.953009708737864,0.843878954607978,0.9683370044052864,0.9255869478710704,0.9920396711470704,7663,7663,7264,7539,mf_cat,cell,42,B_strict,0.5,50,0.4,64,0.08,1200,True
0.9020010261672652,0.9217056973086334,0.8831212324179505,0.940121412803532,0.926225165562914,0.9451911783896646,7663,7663,7248,7550,mf_bin,cell,43,B_strict,0.5,50,0.4,64,0.08,1200,True
0.8961456102783726,0.9591291061879296,0.8409243134628265,0.9686810154525386,0.9250331125827814,0.9913871851755188,7663,7663,7248,7550,mf_cat,cell,43,B_strict,0.5,50,0.4,64,0.08,1200,True
0.8893685914732865,0.9058263100036644,0.8734982332155476,0.937015503875969,0.9214645794640488,0.9428422288920788,7663,7663,7224,7538,mf_bin,cell,44,B_strict,0.5,50,0.4,64,0.08,1200,True
0.8851963746223566,0.9505271695052716,0.8282685512367491,0.9683001107419712,0.9221278853807376,0.9915176823698292,7663,7663,7224,7538,mf_cat,cell,44,B_strict,0.5,50,0.4,64,0.08,1200,True
0.897597546430397,0.9161739130434783,0.8797595190380761,0.9368932038834952,0.9220055710306406,0.9406237765888034,7663,7663,7210,7539,mf_bin,cell,45,B_strict,0.5,50,0.4,64,0.08,1200,True
0.8864613180515759,0.9555984555984556,0.8266533066132264,0.9660194174757282,0.9188221249502586,0.9913871851755187,7663,7663,7210,7539,mf_cat,cell,45,B_strict,0.5,50,0.4,64,0.08,1200,True
0.9007579763793409,0.9230491329479769,0.8795180722891566,0.9423236514522821,0.9271812524824573,0.9447996868067337,7663,7663,7230,7553,mf_bin,cell,46,B_strict,0.5,50,0.4,64,0.08,1200,True
0.8906538603620244,0.9609406137903547,0.829948364888124,0.9702627939142462,0.9241361048589964,0.9925616599243117,7663,7663,7230,7553,mf_cat,cell,46,B_strict,0.5,50,0.4,64,0.08,1200,True
