representation,spearman_rho,spearman_rho_std,kendall_tau,kendall_tau_std,regret@1,regret@1_std,top1_acc,top1_acc_std,top3_acc,top3_acc_std,pairwise_acc,pairwise_acc_std,n_sources,ndcg@1,ndcg@1_std,ndcg@3,ndcg@3_std,ndcg@5,ndcg@5_std,n_targets
grambank_s42_B_masked70,0.10328559007916534,0.31333586610754616,0.06816760475297062,0.21887928156464623,0.3727525466991651,0.1671966546948596,0.04878048780487805,0.2154088016177524,0.4146341463414634,0.492658777481077,0.5340838023764853,0.1094396407823231,40.0,1.0,0.0,0.9449421130535282,0.04465834757502532,0.9382311929535806,0.04112903575526868,41
wals_s42_B_masked30,0.06471422687960465,0.2529657956279347,0.050218886804252655,0.17854750505575548,0.3505008724498521,0.15010123819826118,0.024390243902439025,0.1542574468374819,0.2926829268292683,0.4549941001506739,0.5251094434021264,0.08927375252787774,40.0,1.0,0.0,0.9603536430278476,0.04228901454288804,0.9426880500900499,0.041914629410474254,41
wals_s42_C,0.06282014398627388,0.25251425141744305,0.04418830917816836,0.1759475837995934,0.3512836045117297,0.14532367267093066,0.024390243902439025,0.1542574468374819,0.24390243902439024,0.4294345576014392,0.5249218261413383,0.08734581527821637,40.0,1.0,0.0,0.9653078463432069,0.035452994565079436,0.938615823483591,0.04195670416418902,41
wals_s42_B,0.041262069281105575,0.266198461489157,0.031019387116948096,0.18635206092365428,0.3500462124911854,0.17939022042628966,0.04878048780487805,0.2154088016177524,0.1951219512195122,0.39629455632370536,0.515509693558474,0.09317603046182713,40.0,1.0,0.0,0.9632978271785881,0.03892653553537955,0.9381448816691916,0.04350704358731173,41
grambank_s42_B_masked30,0.03384889946460441,0.2872828982095905,0.022263914946841778,0.19560642856914773,0.3378114439750678,0.14217788422904018,0.04878048780487805,0.2154088016177524,0.2682926829268293,0.4430707835264622,0.5111319574734209,0.09780321428457386,40.0,1.0,0.0,0.9650909045390813,0.033778580884550234,0.9407425833392259,0.03792223157208462,41
grambank_s42_A,0.031368690797602156,0.2773568407494132,0.02051282051282051,0.1892341419048596,0.372269303611436,0.15730270378334002,0.024390243902439025,0.1542574468374819,0.21951219512195122,0.4139161645970034,0.5102564102564102,0.09461707095242979,40.0,1.0,0.0,0.959284493249232,0.05086389853713396,0.937580860409649,0.04022863107036974,41
grambank_s42_C,0.025592907843691816,0.3163223615765096,0.016754981349098787,0.21849683965562489,0.3584563980823758,0.14429042147370857,0.024390243902439025,0.1542574468374819,0.24390243902439024,0.4294345576014392,0.5121013133208255,0.10786156952906896,40.0,1.0,0.0,0.9597167913260529,0.040614739294497784,0.9452982706201014,0.04052777757800124,41
wals_s42_A,0.012808310071843687,0.24447379836870026,0.010318949343339594,0.17121984524318998,0.353478207876194,0.17432761741310748,0.04878048780487805,0.2154088016177524,0.34146341463414637,0.47420053890789227,0.5051594746716698,0.08560992262159497,40.0,1.0,0.0,0.9621493221926702,0.04365835212895965,0.941515241386729,0.04062597683589944,41
wals_s42_B_masked70,0.007577906923534533,0.24840091872840392,0.010944340212632893,0.176793895057933,0.3660614070588579,0.14797058621724404,0.0,0.0,0.21951219512195122,0.4139161645970034,0.5054721701063164,0.0883969475289665,40.0,1.0,0.0,0.9619615787771393,0.04091627763712239,0.9417245096098864,0.04387414512390597,41
wals_s42_B_masked50,0.005404292316844364,0.24769648230430608,0.006941838649155726,0.17246538607172812,0.3394378135599505,0.14678703788786915,0.04878048780487805,0.2154088016177524,0.34146341463414637,0.47420053890789227,0.5034709193245779,0.08623269303586406,40.0,1.0,0.0,0.9606645945180114,0.03572199637307606,0.953526460703531,0.02821166809696383,41
grambank_s42_B,0.000841989658170511,0.307252189273593,0.0009380863039399666,0.2079216887400972,0.3602692675635775,0.15686238093965832,0.04878048780487805,0.2154088016177524,0.24390243902439024,0.4294345576014392,0.5004690431519699,0.10396084437004859,40.0,1.0,0.0,0.9565545998141077,0.04477286351863317,0.9407776803524847,0.03676746674111101,41
random,-0.0004667551365945215,0.17118007808374153,0.0011882426516572886,0.11803718785685784,0.4187714810840956,0.1525516181130591,0.024390243902439025,0.1542574468374819,0.2926829268292683,0.45499410015067393,0.5005941213258287,0.059018593928428925,40.0,1.0,0.0,0.9452045679056704,0.051268869016235605,0.9314773226125621,0.04163861814583926,41
grambank_s42_B_masked50,-0.0020134535304077235,0.28648411478163155,-0.001125703564727951,0.18852612880691194,0.3788413112393345,0.16551552141812093,0.0,0.0,0.17073170731707318,0.37627435659857345,0.49943714821763596,0.09426306440345597,40.0,1.0,0.0,0.9575243014297332,0.044319114823994143,0.9398739086655764,0.04974047156584957,41
joint_B_wals_grambank,-0.019718116505742924,0.2667269092321534,-0.01050656660412758,0.18869936016451816,0.33550201428071647,0.12526051298164825,0.024390243902439025,0.1542574468374819,0.24390243902439024,0.4294345576014392,0.49474671669793624,0.09434968008225907,40.0,1.0,0.0,0.9664612294163941,0.036091105570211134,0.9523686643974268,0.034129464520674876,41
