,spearman_rho,kendall_tau,regret@1,top1_acc,top3_acc,pairwise_acc,n_sources,ndcg@1,ndcg@3,ndcg@5
bela1254,0.4662288930581614,0.31025641025641026,0.1844758812615956,0.0,1.0,0.6551282051282051,40.0,1.0,0.9914181763118564,0.9907392753830262
copt1239,-0.46960600375234535,-0.3358974358974359,0.40767670466471684,0.0,0.0,0.33205128205128204,40.0,1.0,0.9588998714744358,0.9259335873437595
czec1258,0.2909943714821764,0.19743589743589746,0.2506009615384615,0.0,0.0,0.5987179487179487,40.0,1.0,1.0,0.9248428027282019
dani1285,0.16679174484052536,0.11025641025641025,0.25257219543714904,0.0,0.0,0.5551282051282052,40.0,1.0,0.9657421818224888,0.9618619862454084
dutc1256,-0.22720450281425897,-0.13846153846153847,0.5235756507829392,0.0,0.0,0.4307692307692308,40.0,1.0,0.9159498403582937,0.9287478907008397
faro1244,-0.6071294559099438,-0.4384615384615385,0.48930232558139536,0.0,0.0,0.28076923076923077,40.0,1.0,0.9435561552438849,0.9445088278858117
finn1318,0.14127579737335835,0.09487179487179487,0.3092270274378658,0.0,0.0,0.5474358974358975,40.0,1.0,1.0,0.9765881509853714
hebr1245,-0.30938086303939966,-0.18974358974358974,0.38765928906773983,0.0,0.0,0.40512820512820513,40.0,1.0,1.0,0.9875086502106392
hind1269,0.2155722326454034,0.13076923076923078,0.44193222019725564,0.0,0.0,0.5653846153846154,40.0,1.0,0.9184009113015724,0.9357739322706494
hung1274,0.2660412757973734,0.1794871794871795,0.3897058823529411,0.0,0.0,0.5897435897435898,40.0,1.0,0.9704960992798077,0.9283920957589576
icel1247,-0.3228893058161351,-0.19487179487179487,0.303078768492603,0.0,0.0,0.4025641025641026,40.0,1.0,0.9684754679456413,0.9753200863930294
iris1253,-0.2774859287054409,-0.158974358974359,0.4633241467034132,0.0,0.0,0.4205128205128205,40.0,1.0,0.9993284548504302,0.9914789058496815
ital1282,-0.05947467166979363,-0.03076923076923077,0.3203680382430801,0.0,0.0,0.4846153846153846,40.0,1.0,0.9983330274993233,0.9604228849068798
komi1268,0.13320825515947468,0.10256410256410256,0.4656966490299825,0.0,1.0,0.5512820512820513,40.0,1.0,0.890637330084701,0.9134564816247999
kore1280,0.2176360225140713,0.14102564102564102,0.3835801838610829,0.0,1.0,0.5705128205128205,40.0,1.0,0.9152536100999635,0.9312911492976637
latv1249,0.3362101313320826,0.2230769230769231,0.199970791193545,0.0,0.0,0.6115384615384616,40.0,1.0,0.9858326209567627,0.9892259960984648
lith1251,0.3298311444652908,0.2230769230769231,0.22561758706655582,0.0,0.0,0.6115384615384616,40.0,1.0,0.998825987748134,0.9991168811514253
