,spearman_rho,kendall_tau,regret@1,top1_acc,top3_acc,pairwise_acc,n_sources,ndcg@1,ndcg@3,ndcg@5,spearman_rho_same_script,n_same_script_sources,spearman_rho_size_resid
bela1254,0.27973733583489685,0.18717948717948718,0.0,1.0,1.0,0.5935897435897436,40.0,1.0,0.8431416604123003,0.8444968489200452,0.5,3.0,0.33677298311444653
copt1239,-0.1887429643527205,-0.14615384615384616,0.3257079261739291,0.0,0.0,0.4269230769230769,40.0,0.6742920738260709,0.6717097442037334,0.6728381028339357,-0.34956521739130436,24.0,-0.1726078799249531
czec1258,0.15384615384615388,0.1,0.3673606789739335,0.0,0.0,0.55,40.0,0.6326393210260665,0.7054374219395632,0.7555073942467957,0.25999999999999995,24.0,0.13414634146341467
dani1285,0.33208255159474676,0.21794871794871798,0.0,1.0,1.0,0.6089743589743589,40.0,1.0,0.8560032686562203,0.830409492583381,0.07304347826086956,24.0,0.3418386491557224
dutc1256,0.18893058161350848,0.13589743589743591,0.1921046457961824,0.0,1.0,0.5679487179487179,40.0,0.8078953542038176,0.7680926195993739,0.7367451605816512,0.38956521739130434,24.0,0.16210131332082556
faro1244,-0.15797373358348968,-0.09487179487179487,0.4339887640449438,0.0,0.0,0.45256410256410257,40.0,0.5660112359550562,0.676325163293791,0.7103248689625627,0.06782608695652173,24.0,-0.05140712945590995
finn1318,0.09962476547842404,0.0794871794871795,0.3092270274378658,0.0,1.0,0.5397435897435897,40.0,0.6907729725621342,0.7971881509874271,0.7724379986226136,0.24260869565217388,24.0,0.08442776735459663
hebr1245,-0.04840525328330207,-0.01794871794871795,0.4627831715210357,0.0,1.0,0.491025641025641,40.0,0.5372168284789643,0.6162739711932994,0.6521974553711968,,0.0,-0.03452157598499063
hind1269,0.3818011257035648,0.258974358974359,0.44193222019725564,0.0,0.0,0.6294871794871795,40.0,0.5580677798027444,0.6312499594266273,0.7661944073018679,,1.0,0.3951219512195122
hung1274,0.24896810506566605,0.16923076923076927,0.3056487168858576,0.0,0.0,0.5846153846153846,40.0,0.6943512831141424,0.7183967363204483,0.7959470224996789,0.26086956521739124,24.0,0.2898686679174485
icel1247,-0.13696060037523455,-0.08205128205128207,0.17724268867063428,0.0,0.0,0.45897435897435895,40.0,0.8227573113293657,0.7521737292819591,0.7248364009444094,-0.19826086956521738,24.0,-0.13395872420262664
iris1253,-0.2784240150093809,-0.18974358974358974,0.5288872628443004,0.0,0.0,0.40512820512820513,40.0,0.47111273715569957,0.5792008637363905,0.5896456029800138,-0.32,24.0,-0.2326454033771107
ital1282,-0.13339587242026268,-0.08974358974358974,0.25351789428387006,0.0,0.0,0.4551282051282051,40.0,0.7464821057161299,0.758104450576987,0.7264677760341884,-0.17913043478260868,24.0,-0.11519699812382742
komi1268,0.1204502814258912,0.07692307692307694,0.4656966490299825,0.0,0.0,0.5384615384615384,40.0,0.5343033509700176,0.5987863627341911,0.6861185933912267,0.5,3.0,0.06960600375234523
kore1280,0.4084427767354597,0.27179487179487183,0.34548277809147393,0.0,0.0,0.6358974358974359,40.0,0.654517221908526,0.6711533581519301,0.6770080909495368,,0.0,0.3962476547842402
latv1249,0.06547842401500939,0.0358974358974359,0.2787264723740133,0.0,0.0,0.517948717948718,40.0,0.7212735276259867,0.7369180888188743,0.7249034990949839,0.15652173913043477,24.0,0.0953095684803002
