branch,macroarea,in_branch_frac,repeat,model,f1
Afro-Asiatic,Africa,0.0,0,T-CF,0.48190777641896265
Afro-Asiatic,Africa,0.0,0,Learned,0.47550535932666715
Afro-Asiatic,Africa,0.0,1,Freq,0.7189410833752967
Afro-Asiatic,Africa,0.0,1,T-CF,0.49363355154305444
Afro-Asiatic,Africa,0.0,1,Learned,0.48492914178836055
Afro-Asiatic,Africa,0.0,2,Freq,0.7163513416300985
Afro-Asiatic,Africa,0.0,2,T-CF,0.5037767067117473
Afro-Asiatic,Africa,0.0,2,Learned,0.4705416876483706
Afro-Asiatic,Africa,0.0,3,Freq,0.715775843464499
Afro-Asiatic,Africa,0.0,3,T-CF,0.5381627221063233
Afro-Asiatic,Africa,0.0,3,Learned,0.484281706352061
Afro-Asiatic,Africa,0.0,4,Freq,0.7159197180058988
Afro-Asiatic,Africa,0.0,4,T-CF,0.4932738651895547
Afro-Asiatic,Africa,0.0,4,Learned,0.5167254154377383
Afro-Asiatic,Africa,0.01,0,Freq,0.7180778361268974
Afro-Asiatic,Africa,0.01,0,T-CF,0.6244874469462629
Afro-Asiatic,Africa,0.01,0,Learned,0.5995252140133803
Afro-Asiatic,Africa,0.01,1,Freq,0.7189410833752967
Afro-Asiatic,Africa,0.01,1,T-CF,0.6347744766563557
Afro-Asiatic,Africa,0.01,1,Learned,0.62858787137616
Afro-Asiatic,Africa,0.01,2,Freq,0.7163513416300985
Afro-Asiatic,Africa,0.01,2,T-CF,0.6258542550895619
Afro-Asiatic,Africa,0.01,2,Learned,0.632976044888857
Afro-Asiatic,Africa,0.01,3,Freq,0.715775843464499
Afro-Asiatic,Africa,0.01,3,T-CF,0.6157830371915689
Afro-Asiatic,Africa,0.01,3,Learned,0.615711099920869
Afro-Asiatic,Africa,0.01,4,Freq,0.7159197180058988
Afro-Asiatic,Africa,0.01,4,T-CF,0.6290194950003597
Afro-Asiatic,Africa,0.01,4,Learned,0.6298827422487591
Afro-Asiatic,Africa,0.05,0,Freq,0.7180778361268974
Afro-Asiatic,Africa,0.05,0,T-CF,0.7005970793468096
Afro-Asiatic,Africa,0.05,0,Learned,0.6983670239551112
Afro-Asiatic,Africa,0.05,1,Freq,0.7189410833752967
Afro-Asiatic,Africa,0.05,1,T-CF,0.6895906769297173
Afro-Asiatic,Africa,0.05,1,Learned,0.695705344939213
Afro-Asiatic,Africa,0.05,2,Freq,0.7163513416300985
Afro-Asiatic,Africa,0.05,2,T-CF,0.6856341270412201
Afro-Asiatic,Africa,0.05,2,Learned,0.6872167469966189
Afro-Asiatic,Africa,0.05,3,Freq,0.715775843464499
Afro-Asiatic,Africa,0.05,3,T-CF,0.6868570606431192
Afro-Asiatic,Africa,0.05,3,Learned,0.6925401050284152
Afro-Asiatic,Africa,0.05,4,Freq,0.7159197180058988
Afro-Asiatic,Africa,0.05,4,T-CF,0.7044097546939069
Afro-Asiatic,Africa,0.05,4,Learned,0.7175742752319977
Afro-Asiatic,Africa,0.1,0,Freq,0.7180778361268974
Afro-Asiatic,Africa,0.1,0,T-CF,0.717142651607798
Afro-Asiatic,Africa,0.1,0,Learned,0.7205956406013956
Afro-Asiatic,Africa,0.1,1,Freq,0.7189410833752967
Afro-Asiatic,Africa,0.1,1,T-CF,0.7190849579166967
Afro-Asiatic,Africa,0.1,1,Learned,0.7216746996618948
Afro-Asiatic,Africa,0.1,2,Freq,0.7163513416300985
Afro-Asiatic,Africa,0.1,2,T-CF,0.7075030573340048
Afro-Asiatic,Africa,0.1,2,Learned,0.7216027623911949
Afro-Asiatic,Africa,0.1,3,Freq,0.715775843464499
Afro-Asiatic,Africa,0.1,3,T-CF,0.7102366736206028
Afro-Asiatic,Africa,0.1,3,Learned,0.7165671534421985
Afro-Asiatic,Africa,0.1,4,Freq,0.7159197180058988
Afro-Asiatic,Africa,0.1,4,T-CF,0.7187252715631969
Afro-Asiatic,Africa,0.1,4,Learned,0.7266383713401914
Afro-Asiatic,Africa,0.2,0,Freq,0.7180778361268974
Afro-Asiatic,Africa,0.2,0,T-CF,0.7156319689230991
Afro-Asiatic,Africa,0.2,0,Learned,0.7354147183655853
Afro-Asiatic,Africa,0.2,1,Freq,0.7189410833752967
Afro-Asiatic,Africa,0.2,1,T-CF,0.7169987770663981
Afro-Asiatic,Africa,0.2,1,Learned,0.7341917847636861
Afro-Asiatic,Africa,0.2,2,Freq,0.7163513416300985
Afro-Asiatic,Africa,0.2,2,T-CF,0.7168549025249982
Afro-Asiatic,Africa,0.2,2,Learned,0.7310265448528883
Afro-Asiatic,Africa,0.2,3,Freq,0.715775843464499
Afro-Asiatic,Africa,0.2,3,T-CF,0.7206675778720956
Afro-Asiatic,Africa,0.2,3,Learned,0.7316020430184879
Afro-Asiatic,Africa,0.2,4,Freq,0.7159197180058988
Afro-Asiatic,Africa,0.2,4,T-CF,0.722825695993094
Afro-Asiatic,Africa,0.2,4,Learned,0.7376447737572837
Pama-Nyungan,Australia,0.0,0,Freq,0.7334148994018488
Pama-Nyungan,Australia,0.0,0,T-CF,0.48355084284937466
Pama-Nyungan,Australia,0.0,0,Learned,0.5129146275149538
Pama-Nyungan,Australia,0.0,1,Freq,0.736541598694943
Pama-Nyungan,Australia,0.0,1,T-CF,0.533442088091354
Pama-Nyungan,Australia,0.0,1,Learned,0.49524197933659597
Pama-Nyungan,Australia,0.0,2,Freq,0.7347743338771071
Pama-Nyungan,Australia,0.0,2,T-CF,0.4813757476889614
Pama-Nyungan,Australia,0.0,2,Learned,0.4930668841761827
Pama-Nyungan,Australia,0.0,3,Freq,0.7317835780315389
Pama-Nyungan,Australia,0.0,3,T-CF,0.5152256661228929
Pama-Nyungan,Australia,0.0,3,Learned,0.46805328983143013
Pama-Nyungan,Australia,0.0,4,Freq,0.7359978249048396
Pama-Nyungan,Australia,0.0,4,T-CF,0.5216150081566069
Pama-Nyungan,Australia,0.0,4,Learned,0.47702555736813484
Pama-Nyungan,Australia,0.01,0,Freq,0.7334148994018488
Pama-Nyungan,Australia,0.01,0,T-CF,0.6069874932028276
Pama-Nyungan,Australia,0.01,0,Learned,0.6033170201196303
Pama-Nyungan,Australia,0.01,1,Freq,0.736541598694943
Pama-Nyungan,Australia,0.01,1,T-CF,0.5918977705274606
Pama-Nyungan,Australia,0.01,1,Learned,0.6027732463295269
Pama-Nyungan,Australia,0.01,2,Freq,0.7347743338771071
Pama-Nyungan,Australia,0.01,2,T-CF,0.6604132680804785
Pama-Nyungan,Australia,0.01,2,Learned,0.6511691136487221
Pama-Nyungan,Australia,0.01,3,Freq,0.736541598694943
Pama-Nyungan,Australia,0.01,3,T-CF,0.6525285481239804
Pama-Nyungan,Australia,0.01,3,Learned,0.6030451332245785
Pama-Nyungan,Australia,0.01,4,Freq,0.7359978249048396
Pama-Nyungan,Australia,0.01,4,T-CF,0.6867862969004894
Pama-Nyungan,Australia,0.01,4,Learned,0.6810766721044046
Pama-Nyungan,Australia,0.05,0,Freq,0.7408917890157695
Pama-Nyungan,Australia,0.05,0,T-CF,0.704594888526373
Pama-Nyungan,Australia,0.05,0,Learned,0.6994290375203915
Pama-Nyungan,Australia,0.05,1,Freq,0.7434747145187602
Pama-Nyungan,Australia,0.05,1,T-CF,0.715742251223491
Pama-Nyungan,Australia,0.05,1,Learned,0.7145187601957586
Pama-Nyungan,Australia,0.05,2,Freq,0.7347743338771071
Pama-Nyungan,Australia,0.05,2,T-CF,0.7029635671560631
Pama-Nyungan,Australia,0.05,2,Learned,0.6984774333877107
Pama-Nyungan,Australia,0.05,3,Freq,0.736541598694943
Pama-Nyungan,Australia,0.05,3,T-CF,0.7018760195758564
Pama-Nyungan,Australia,0.05,3,Learned,0.6994290375203915
Pama-Nyungan,Australia,0.05,4,Freq,0.743610657966286
Pama-Nyungan,Australia,0.05,4,T-CF,0.717373572593801
Pama-Nyungan,Australia,0.05,4,Learned,0.6968461120174008
Pama-Nyungan,Australia,0.1,0,Freq,0.7408917890157695
Pama-Nyungan,Australia,0.1,0,T-CF,0.7294725394235998
Pama-Nyungan,Australia,0.1,0,Learned,0.7290647090810223
Pama-Nyungan,Australia,0.1,1,Freq,0.7434747145187602
Pama-Nyungan,Australia,0.1,1,T-CF,0.7369494290375204
Pama-Nyungan,Australia,0.1,1,Learned,0.7202283849918434
Pama-Nyungan,Australia,0.1,2,Freq,0.7429309407286568
Pama-Nyungan,Australia,0.1,2,T-CF,0.7309679173463839
Pama-Nyungan,Australia,0.1,2,Learned,0.7289287656334965
Pama-Nyungan,Australia,0.1,3,Freq,0.7400761283306144
Pama-Nyungan,Australia,0.1,3,T-CF,0.7228113104948342
Pama-Nyungan,Australia,0.1,3,Learned,0.7214518760195758
Pama-Nyungan,Australia,0.1,4,Freq,0.743610657966286
Pama-Nyungan,Australia,0.1,4,T-CF,0.7172376291462752
Pama-Nyungan,Australia,0.1,4,Learned,0.7119358346927678
Pama-Nyungan,Australia,0.2,0,Freq,0.7408917890157695
Pama-Nyungan,Australia,0.2,0,T-CF,0.7426590538336052
Pama-Nyungan,Australia,0.2,0,Learned,0.7430668841761827
Pama-Nyungan,Australia,0.2,1,Freq,0.7434747145187602
Pama-Nyungan,Australia,0.2,1,T-CF,0.744426318651441
Pama-Nyungan,Australia,0.2,1,Learned,0.7489124524197933
Pama-Nyungan,Australia,0.2,2,Freq,0.7429309407286568
Pama-Nyungan,Australia,0.2,2,T-CF,0.7353181076672104
Pama-Nyungan,Australia,0.2,2,Learned,0.7403480152256662
