epoch,train_loss,val_loss,mean_lang_emb_norm,mean_featvalue_emb_norm
1,0.5641986399634457,0.5363863702506235,0.9143938422203064,0.7856464385986328
2,0.5350324051901792,0.5367920039451286,0.9213579893112183,0.7915628552436829
3,0.5340277571342824,0.533781940398151,0.9308537840843201,0.8154965043067932
4,0.5318378955531983,0.5328599957570638,0.9408344626426697,0.8322815895080566
5,0.5300056553365706,0.5314200361297555,0.9502864480018616,0.8422888517379761
6,0.5287827978063968,0.5308375325921464,0.9589468240737915,0.8524326682090759
7,0.5279689262168051,0.5310311525651853,0.9554014801979065,0.8456127643585205
8,0.5277532533680377,0.5282920072339985,0.9672223329544067,0.8629505038261414
9,0.5272978154037641,0.5292218143809332,0.9598671197891235,0.855484127998352
10,0.5272874849158462,0.5288217316751611,0.9622705578804016,0.8545310497283936
11,0.5271236897056457,0.5287842477021152,0.9656403064727783,0.8563984036445618
12,0.5269434070957588,0.5293284740350018,0.9656344056129456,0.8550571203231812
13,0.527020000028281,0.5292032418185717,0.9628078937530518,0.8576978445053101
14,0.5269143864791349,0.5295727444838171,0.9610198736190796,0.8581717014312744
15,0.5266587912613926,0.530450847867417,0.9599630236625671,0.8530532717704773
16,0.5268157566923803,0.5287410788340111,0.962677538394928,0.8618934154510498
17,0.5266650566540478,0.5289603618726338,0.9626356959342957,0.8615840673446655
18,0.526402256574584,0.5285033383598067,0.9638431668281555,0.8605448603630066
