epoch,train_loss,val_loss,mean_lang_emb_norm,mean_featvalue_emb_norm
1,0.5618152583074345,0.5319789496820364,0.856270968914032,0.5807851552963257
2,0.5197593546492633,0.5163669283710309,0.9312018156051636,0.6409743428230286
3,0.507163498722049,0.505986574870437,0.978851854801178,0.6706884503364563
4,0.5006305159861021,0.5034120354189802,1.0044463872909546,0.6814883351325989
5,0.49769704286455874,0.5016486066490856,1.017694354057312,0.6927592158317566
6,0.49529746463108476,0.5005945345359062,1.025792121887207,0.6988943219184875
7,0.49407135585350076,0.49799104857800613,1.0343164205551147,0.7072151899337769
8,0.4928221457465352,0.4977560016646314,1.038406491279602,0.7110681533813477
9,0.4923195766209619,0.4971979727495962,1.0409094095230103,0.7143986225128174
10,0.49210519831432775,0.4965960850466543,1.0423635244369507,0.7158234119415283
11,0.4912713361077078,0.49721983297547295,1.041279911994934,0.711186408996582
12,0.4911555695430622,0.4966826723582709,1.0462812185287476,0.7146560549736023
13,0.4906941402910077,0.4965146072764895,1.0459628105163574,0.7139326333999634
14,0.4903319324394216,0.49479152996148634,1.0481624603271484,0.7214050889015198
15,0.4897215686301945,0.4954358619540485,1.0510629415512085,0.7207084894180298
16,0.4895241820830976,0.4953125550675748,1.0506579875946045,0.7220736145973206
17,0.48929810905451854,0.49457453658331685,1.0529506206512451,0.7245911359786987
18,0.4886673092783505,0.49516378899118796,1.0533483028411865,0.7226026058197021
19,0.4883256772525002,0.4958705919892041,1.0525226593017578,0.7173667550086975
20,0.4883712117087405,0.4959195536464008,1.0515406131744385,0.7174450755119324
21,0.488229596153095,0.49416439301932036,1.0542553663253784,0.7215304374694824
22,0.4876819394947833,0.4941860281709415,1.0541683435440063,0.7232263684272766
23,0.4875189297976477,0.4920673276951064,1.0559883117675781,0.7322675585746765
24,0.4873061113548804,0.4930343223151876,1.0576207637786865,0.7314852476119995
25,0.4870182480509245,0.49343221490062883,1.0558451414108276,0.7249607443809509
26,0.4867689255603036,0.4938896262823646,1.0555106401443481,0.7251495122909546
27,0.4864804534651002,0.49428309833825523,1.0565478801727295,0.7226603627204895
28,0.48648405481734897,0.49196308539874517,1.0590661764144897,0.7308298349380493
29,0.4858139159521905,0.4932607083178278,1.0587117671966553,0.7246450185775757
30,0.4859419069888317,0.49260992656892805,1.0596717596054077,0.7274209856987
31,0.4856461469015173,0.4918423121544852,1.0609850883483887,0.7307949662208557
32,0.4854964606003924,0.492512942694906,1.0592964887619019,0.7286377549171448
33,0.48534309034313783,0.49245595531677133,1.0590099096298218,0.7248120903968811
34,0.48530327971999776,0.49250924809655144,1.0617388486862183,0.7285705804824829
35,0.485009469059664,0.4923976664222888,1.061963438987732,0.7299099564552307
36,0.48484260791922196,0.49245687918876535,1.0607247352600098,0.7290629148483276
37,0.4847704954225624,0.4915679688773938,1.0614581108093262,0.7304205894470215
38,0.4845107630498757,0.4914574529697646,1.0633587837219238,0.7326064705848694
39,0.4846072033827013,0.4918859089488414,1.0623159408569336,0.7301974892616272
40,0.4844404804134669,0.49153516052374197,1.0629559755325317,0.7312242388725281
41,0.48435547796703915,0.49200757670758377,1.0626131296157837,0.7302561402320862
42,0.4842217612632184,0.49265271914539055,1.061859130859375,0.7263179421424866
43,0.4842807163509664,0.491850409489959,1.0622179508209229,0.7283411026000977
44,0.4841939695428499,0.49146144381209983,1.0639674663543701,0.7343751788139343
45,0.4837523735136766,0.49281205125709077,1.06160569190979,0.7249938249588013
46,0.4838985290365148,0.4915794472196209,1.063315749168396,0.731059193611145
47,0.4837530019465648,0.49098433576413053,1.064648985862732,0.7324724793434143
48,0.48367393968426897,0.49163124009744447,1.0640983581542969,0.7305035591125488
49,0.48381821542239967,0.49041424891841945,1.0660552978515625,0.7377778887748718
50,0.4832508689626858,0.49075566610293603,1.0647214651107788,0.7313061952590942
51,0.4835014544951836,0.4908771341416373,1.0641367435455322,0.7327247858047485
52,0.4833517363291297,0.4909821935554049,1.0656213760375977,0.7310933470726013
53,0.4831579932653665,0.49160749743233867,1.0657944679260254,0.732628345489502
54,0.4831589911568132,0.49065757376044544,1.067203164100647,0.7327791452407837
55,0.48310108704333504,0.4908117580769667,1.066796064376831,0.7329780459403992
56,0.4831605861318707,0.49069035764950425,1.0671883821487427,0.7359110116958618
57,0.4830613496368718,0.4903275250498928,1.066839337348938,0.7366309762001038
58,0.4828694779726168,0.4907329985454901,1.0669291019439697,0.7312342524528503
59,0.48285505726400246,0.49004931458786355,1.067397952079773,0.7345001101493835
60,0.4828244256096659,0.4900506797121532,1.067388653755188,0.7340060472488403
61,0.4828166693531056,0.4909462257107692,1.0674691200256348,0.7341505289077759
62,0.4829767657765431,0.49047482769880724,1.0676277875900269,0.7344836592674255
63,0.4828847246555845,0.4907269927103128,1.066402554512024,0.7326644659042358
64,0.4828511081515829,0.4917290339719004,1.066527009010315,0.7312121391296387
65,0.48292308560024316,0.4910960019524418,1.0666972398757935,0.7326943278312683
66,0.4829540568170611,0.49042837299517733,1.0673143863677979,0.7350751161575317
67,0.4827876340274121,0.49112004530963616,1.0680936574935913,0.7343506217002869
68,0.48282536825606825,0.4905086795785534,1.0666205883026123,0.7334619760513306
69,0.4826677441889969,0.4906904675177674,1.0667918920516968,0.7328654527664185
