representation,split,split_type,model,mae,brier,spearman_rho,kl
grambank_s42_B_masked50,family_Indo-European,family,zero_order_0.5,0.3873809995952695,0.16815931160270361,,0.4283678969795859
grambank_s42_B_masked50,family_Indo-European,family,majority_per_config,0.2972322307517089,0.12448826468195319,0.30676281525356425,0.34136183162417266
grambank_s42_B_masked50,family_Indo-European,family,family_mean,0.2972322307517089,0.12448826468195319,0.30676281525356425,0.34136183162417266
grambank_s42_B_masked50,family_Indo-European,family,mlp,0.3790624339212204,0.16335263696555768,-0.12323740551098251,0.4187313177409728
grambank_s42_B_masked50,family_Uralic,family,zero_order_0.5,0.3498685503244127,0.14509476801241838,,0.3607520632527484
grambank_s42_B_masked50,family_Uralic,family,majority_per_config,0.2675065062286921,0.12212614797166248,0.29852562217962025,0.31042102437880587
grambank_s42_B_masked50,family_Uralic,family,family_mean,0.2675065062286921,0.12212614797166248,0.29852562217962025,0.31042102437880587
grambank_s42_B_masked50,family_Uralic,family,mlp,0.3077532982892895,0.15358516484641732,0.07043293973235194,0.40154510134478455
grambank_s42_B_masked50,family_Dravidian,family,zero_order_0.5,0.4801244830950946,0.23490214403226817,,0.6372856619416627
grambank_s42_B_masked50,family_Dravidian,family,majority_per_config,0.5342267399900503,0.34346822194271726,-0.080725831124724,0.8998269710747252
grambank_s42_B_masked50,family_Dravidian,family,family_mean,0.5342267399900503,0.34346822194271726,-0.080725831124724,0.8998269710747252
grambank_s42_B_masked50,family_Dravidian,family,mlp,0.5472688962633262,0.35493277767687187,-0.21304802959802518,0.9396173211379635
grambank_s42_B_masked50,value_No_dom_order,value,zero_order_0.5,,,,
grambank_s42_B_masked50,value_No_dom_order,value,majority_per_config,,,,
grambank_s42_B_masked50,value_No_dom_order,value,family_mean,,,,
grambank_s42_B_masked50,value_No_dom_order,value,mlp,,,,
grambank_s42_B_masked50,value_No_dom_order_VOS_OVS,value,zero_order_0.5,,,,
grambank_s42_B_masked50,value_No_dom_order_VOS_OVS,value,majority_per_config,,,,
grambank_s42_B_masked50,value_No_dom_order_VOS_OVS,value,family_mean,,,,
grambank_s42_B_masked50,value_No_dom_order_VOS_OVS,value,mlp,,,,
