,spearman_rho,kendall_tau,regret@1,top1_acc,top3_acc,pairwise_acc,n_sources,ndcg@1,ndcg@3,ndcg@5
bela1254,0.26097560975609757,0.18461538461538463,0.0,1.0,1.0,0.5923076923076923,40.0,1.0,1.0,0.9967820339907841
copt1239,-0.16641651031894938,-0.13333333333333333,0.3257079261739291,0.0,0.0,0.43333333333333335,40.0,1.0,0.9573472098332053,0.9476757276097505
czec1258,0.07879924953095685,0.06923076923076923,0.29076804076804075,0.0,0.0,0.5346153846153846,40.0,1.0,0.9662503614468042,0.9686334508347976
dani1285,0.35834896810506567,0.23333333333333336,0.25257219543714904,0.0,1.0,0.6166666666666667,40.0,1.0,0.9476100027127565,0.9346285699839529
dutc1256,0.19118198874296438,0.13846153846153847,0.30282654230002226,0.0,1.0,0.5692307692307692,40.0,1.0,0.938574818631423,0.9417490413902728
faro1244,-0.09493433395872422,-0.06410256410256411,0.23329621380846333,0.0,0.0,0.46794871794871795,40.0,1.0,0.9891265885206229,0.9867882631519864
finn1318,0.06303939962476549,0.05897435897435897,0.41611815040315947,0.0,0.0,0.5294871794871795,40.0,1.0,0.9494473455559842,0.9152703170036772
hebr1245,-0.17298311444652908,-0.12564102564102564,0.5389624900239426,0.0,0.0,0.4371794871794872,40.0,1.0,0.9368181642196421,0.8698847613238314
hind1269,0.32138836772983115,0.2025641025641026,0.44193222019725564,0.0,0.0,0.6012820512820513,40.0,1.0,0.9619149270233418,0.9297827784306953
hung1274,0.2574108818011257,0.17435897435897438,0.3056487168858576,0.0,0.0,0.5871794871794872,40.0,1.0,0.9708321975811932,0.9751601957876216
icel1247,-0.10712945590994372,-0.04871794871794872,0.3936208125445474,0.0,1.0,0.4756410256410256,40.0,1.0,0.9063308667070409,0.9232232707818877
iris1253,-0.36228893058161354,-0.24615384615384617,0.5288872628443004,0.0,0.0,0.3769230769230769,40.0,1.0,0.9402607529070992,0.9460171837862814
ital1282,-0.2572232645403377,-0.17435897435897438,0.3491777027283423,0.0,0.0,0.4128205128205128,40.0,1.0,1.0,0.9921124426660095
komi1268,0.12833020637898687,0.08717948717948719,0.4656966490299825,0.0,0.0,0.5435897435897435,40.0,1.0,0.9760503309799985,0.9740992336912715
kore1280,0.4712945590994372,0.32051282051282054,0.3835801838610829,0.0,1.0,0.6602564102564102,40.0,1.0,0.9222321725771709,0.9034661127815987
latv1249,0.04915572232645404,0.01282051282051282,0.42793936188965265,0.0,0.0,0.5064102564102564,40.0,1.0,0.9250702390632334,0.9290238459581543
lith1251,0.02589118198874297,0.010256410256410258,0.4367177860038781,0.0,0.0,0.5051282051282051,40.0,1.0,0.9419952050163108,0.9323235753274671
malt1254,0.006566604127579738,-0.005128205128205129,0.32982787821497506,0.0,0.0,0.49743589743589745,40.0,1.0,0.9886928494916608,0.9467053928725264
mand1415,-0.29212007504690435,-0.19230769230769232,0.5310135674381484,0.0,0.0,0.40384615384615385,40.0,1.0,0.9804303432004869,0.9778320434084907
mara1378,0.5320825515947468,0.43333333333333335,0.308216619981326,0.0,1.0,0.7166666666666667,40.0,1.0,1.0,0.8626491042674778
mode1248,-0.18105065666041278,-0.11282051282051282,0.4765837574826339,0.0,1.0,0.44358974358974357,40.0,1.0,0.8959698350348791,0.9128905729781946
nort2671,0.12476547842401503,0.09743589743589744,0.40150982689053755,0.0,0.0,0.5487179487179488,40.0,1.0,0.9727849159025495,0.9778291541685179
nucl1235,0.3052532833020638,0.2,0.49596013771864556,0.0,0.0,0.6,40.0,1.0,0.9287674423997071,0.8825998558996772
nucl1301,0.32270168855534714,0.21794871794871798,0.28198904655215334,0.0,1.0,0.6089743589743589,40.0,1.0,0.913307614928528,0.9001401168226041
nucl1347,-0.2928705440900563,-0.18461538461538463,0.3305645840857108,0.0,0.0,0.4076923076923077,40.0,1.0,1.0,0.9748598558615802
nucl1643,0.3855534709193247,0.25641025641025644,0.0,1.0,1.0,0.6282051282051282,40.0,1.0,1.0,0.9914501344766748
poli1260,-0.12870544090056285,-0.0717948717948718,0.37593984962406013,0.0,0.0,0.4641025641025641,40.0,1.0,0.9911335151740831,0.9633996150384143
port1283,-0.22363977485928707,-0.13846153846153847,0.44420672409002504,0.0,0.0,0.4307692307692308,40.0,1.0,0.9770643132992043,0.9128064401363326
russ1263,-0.20356472795497188,-0.12820512820512822,0.39824869750800324,0.0,0.0,0.4358974358974359,40.0,1.0,1.0,0.8794722365054534
slov1268,0.1984990619136961,0.1435897435897436,0.26727549467275513,0.0,1.0,0.5717948717948718,40.0,1.0,0.9464852815006157,0.9570859120644858
stan1289,-0.2589118198874297,-0.17435897435897438,0.3280474954380736,0.0,0.0,0.4128205128205128,40.0,1.0,0.9972886148163129,0.9747179271032917
stan1290,-0.23771106941838657,-0.16666666666666669,0.5210568941081191,0.0,0.0,0.4166666666666667,40.0,1.0,0.9081842560014367,0.9254679338031786
stan1293,-0.26979362101313326,-0.19487179487179487,0.23400479190700169,0.0,0.0,0.4025641025641026,40.0,1.0,0.9933298464739229,0.9831029350641607
