glottocode,family_id,source
kola1285,aust1307,grambank
kolb1240,atla1278,grambank
kolc1235,atla1278,grambank
kolu1245,aust1307,grambank
komb1274,nucl1709,grambank
komc1235,atla1278,grambank
komi1268,ural1272,grambank
komi1269,ural1272,grambank
komi1270,sino1245,grambank
komo1260,atla1278,grambank
kona1242,east2433,grambank
konk1267,indo1319,grambank
kons1243,afro1255,grambank
kony1248,sino1245,grambank
konz1239,atla1278,grambank
koon1244,atla1278,grambank
koon1245,atla1278,grambank
koor1239,gong1255,grambank
kora1294,nucl1709,grambank
kore1280,kore1284,grambank
kore1283,tuca1253,grambank
kork1243,aust1305,grambank
koro1298,atla1278,grambank
koro1312,nucl1709,grambank
koro1313,sout2948,grambank
korr1238,drav1251,grambank
kosa1249,nucl1709,grambank
kosr1238,aust1307,grambank
kota1263,drav1251,grambank
koti1238,atla1278,grambank
kova1243,nucl1709,grambank
kove1237,aust1307,grambank
koya1251,drav1251,grambank
koyr1240,song1307,grambank
koyr1242,song1307,grambank
koys1242,afro1255,grambank
kren1239,nucl1710,grambank
krim1238,atla1278,grambank
kris1246,skoo1245,grambank
kron1241,kadu1256,grambank
kryt1240,nakh1245,grambank
kuan1247,atla1278,grambank
kuan1248,aust1307,grambank
kuii1252,drav1251,grambank
kuik1246,cari1283,grambank
kuku1273,pama1250,grambank
kuku1280,pama1250,grambank
kulo1237,aust1307,grambank
kulu1253,sino1245,grambank
kuma1276,aust1307,grambank
kuma1280,nucl1709,grambank
kumb1268,pama1250,grambank
kumz1235,indo1319,grambank
kunb1251,gunw1250,grambank
kuni1267,goil1242,grambank
kunj1245,pama1250,grambank
kupa1239,aust1307,grambank
kurr1243,pama1250,grambank
kurt1248,sino1245,grambank
kuru1302,drav1251,grambank
kusa1251,aust1307,grambank
kute1248,atla1278,grambank
kuvi1243,drav1251,grambank
kuyy1240,aust1305,grambank
kwai1243,aust1307,grambank
kwam1249,koma1264,grambank
kwam1252,aust1307,grambank
kwar1239,aust1307,grambank
kweg1241,surm1244,grambank
kwin1241,worr1236,grambank
kwom1262,sepi1257,grambank
kxoe1243,khoe1240,grambank
kyer1238,sino1245,grambank
labe1239,aust1307,grambank
labo1244,aust1307,grambank
labu1248,aust1307,grambank
labu1249,aust1307,grambank
labw1238,nilo1247,grambank
lach1248,taik1256,grambank
lagw1237,afro1255,grambank
lahu1252,sino1245,grambank
lahu1253,sino1245,grambank
laiy1246,aust1307,grambank
lakk1252,nakh1245,grambank
lala1264,atla1278,grambank
lala1268,aust1307,grambank
lama1277,aust1307,grambank
lama1288,afro1255,grambank
lamb1269,indo1319,grambank
lamb1272,atla1278,grambank
lamb1273,aust1307,grambank
lame1260,aust1307,grambank
lamj1247,sino1245,grambank
lamk1238,sino1245,grambank
lamo1244,aust1307,grambank
land1256,atla1278,grambank
lang1320,atla1278,grambank
lang1324,nilo1247,grambank
laoo1244,taik1256,grambank
lara1260,aust1307,grambank
lard1243,tang1340,grambank
lash1243,sino1245,grambank
lati1261,indo1319,grambank
latv1249,indo1319,grambank
lauu1247,aust1307,grambank
lave1248,aust1305,grambank
lave1249,aust1305,grambank
lazz1240,kart1248,grambank
lega1249,atla1278,grambank
lega1250,atla1278,grambank
lele1267,aust1307,grambank
lele1270,aust1307,grambank
lele1276,afro1255,grambank
lemb1266,nucl1709,grambank
leme1238,aust1307,grambank
lena1238,aust1307,grambank
lend1245,cent2225,grambank
leng1259,aust1307,grambank
lepc1244,sino1245,grambank
lese1243,cent2225,grambank
leti1246,aust1307,grambank
lewo1242,aust1307,grambank
lewo1244,aust1307,grambank
lezg1247,nakh1245,grambank
lian1251,sino1245,grambank
libi1244,atla1278,grambank
liby1240,afro1255,grambank
lihi1237,aust1307,grambank
liji1238,atla1278,grambank
lika1243,atla1278,grambank
liki1240,atla1278,grambank
lill1248,sali1255,grambank
limb1266,sino1245,grambank
limo1248,aust1307,grambank
limo1249,indo1319,grambank
ling1263,atla1278,grambank
ling1265,aust1307,grambank
lipo1242,sino1245,grambank
lish1245,afro1255,grambank
lith1251,indo1319,grambank
lito1235,atla1278,grambank
litz1237,aust1307,grambank
livv1243,ural1272,grambank
livv1244,ural1272,grambank
loba1239,atla1278,grambank
logo1259,cent2225,grambank
loka1252,atla1278,grambank
lolo1259,sino1245,grambank
loma1260,mand1469,grambank
lomb1257,indo1319,grambank
long1374,sino1245,grambank
long1395,aust1307,grambank
loni1238,aust1307,grambank
lonw1238,aust1307,grambank
lote1237,aust1307,grambank
loth1237,sino1245,grambank
lotu1250,aust1307,grambank
loup1243,algi1248,grambank
louu1245,aust1307,grambank
lowe1412,aust1307,grambank
lowe1427,sali1255,grambank
lowl1260,tequ1244,grambank
lowl1265,utoa1244,grambank
lozi1239,atla1278,grambank
luan1263,aust1307,grambank
lubu1243,aust1307,grambank
luch1239,atla1278,grambank
ludi1246,ural1272,grambank
lugb1240,cent2225,grambank
lugu1238,atla1278,grambank
luis1253,utoa1244,grambank
lule1254,ural1272,grambank
lumb1249,atla1278,grambank
lumu1239,narr1279,grambank
lunb1237,aust1307,grambank
lund1266,atla1278,grambank
lund1271,aust1307,grambank
luok1236,nilo1247,grambank
luse1252,atla1278,grambank
lush1249,sino1245,grambank
lush1252,sali1255,grambank
lusi1240,aust1307,grambank
luva1239,atla1278,grambank
luya1241,atla1278,grambank
maan1238,aust1307,grambank
maas1239,atla1278,grambank
maba1270,atla1278,grambank
maba1277,maba1274,grambank
maca1259,guah1252,grambank
mace1250,indo1319,grambank
mach1267,araw1281,grambank
maco1239,sali1297,grambank
macu1259,cari1283,grambank
macu1260,tuca1253,grambank
mada1285,aust1307,grambank
madi1260,cent2225,grambank
madn1237,east2374,grambank
maee1241,aust1307,grambank
mafe1237,aust1307,grambank
maga1260,indo1319,grambank
maga1263,aust1307,grambank
magd1235,otom1299,grambank
magu1243,aust1307,grambank
maia1253,nucl1709,grambank
maia1254,nucl1709,grambank
mail1248,mail1249,grambank
maip1246,araw1281,grambank
mais1250,aust1307,grambank
mait1250,indo1319,grambank
maja1242,surm1244,grambank
maka1304,atla1278,grambank
maka1311,aust1307,grambank
makc1235,taik1256,grambank
makh1264,atla1278,grambank
makh1266,atla1278,grambank
mako1251,atla1278,grambank
maku1277,aust1307,grambank
makw1236,atla1278,grambank
mala1463,drav1251,grambank
mala1464,drav1251,grambank
mala1479,aust1307,grambank
mala1481,aust1307,grambank
mala1522,chib1249,grambank
mala1534,aust1307,grambank
male1284,gong1255,grambank
male1289,aust1307,grambank
male1297,chib1249,grambank
malg1251,afro1255,grambank
mali1284,bain1263,grambank
mali1285,otom1299,grambank
malo1243,aust1307,grambank
malt1254,afro1255,grambank
malu1245,aust1307,grambank
mama1275,aust1307,grambank
mamb1294,atla1278,grambank
mamb1296,atla1278,grambank
mamb1306,aust1307,grambank
mamm1241,maya1287,grambank
mamv1243,cent2225,grambank
mana1288,sino1245,grambank
mana1295,aust1307,grambank
mana1298,nduu1242,grambank
mand1415,sino1245,grambank
mand1423,atla1278,grambank
mand1436,mand1469,grambank
mand1440,aust1307,grambank
mang1378,aust1305,grambank
mang1381,mang1423,grambank
mang1394,cent2225,grambank
mang1401,aust1307,grambank
mang1403,aust1307,grambank
mang1404,aust1307,grambank
mang1405,aust1307,grambank
mani1235,east1459,grambank
manm1238,aust1305,grambank
mann1248,mand1469,grambank
mans1260,hata1242,grambank
mans1262,aust1307,grambank
manu1258,aust1307,grambank
maon1241,taik1256,grambank
maor1246,aust1307,grambank
mapo1242,aust1307,grambank
mapu1245,arau1255,grambank
maqu1238,cari1283,grambank
mara1378,indo1319,grambank
mara1379,sino1245,grambank
mara1382,sino1245,grambank
mara1385,mang1423,grambank
mara1386,west2434,grambank
mara1396,tama1329,grambank
mara1399,aust1307,grambank
mara1404,aust1307,grambank
marg1253,pama1250,grambank
marg1265,afro1255,grambank
mari1414,drav1251,grambank
mari1416,sino1245,grambank
mari1424,west2434,grambank
mari1426,aust1307,grambank
mari1428,aust1307,grambank
mari1440,coch1271,grambank
maro1244,aust1307,grambank
mars1254,aust1307,grambank
mart1255,pama1250,grambank
maru1249,sino1245,grambank
maru1252,pano1259,grambank
masa1300,nilo1247,grambank
masa1322,afro1255,grambank
masb1238,aust1307,grambank
mask1242,aust1307,grambank
matb1237,aust1307,grambank
mati1250,aust1307,grambank
mato1252,aust1307,grambank
mats1244,pano1259,grambank
matu1259,atla1278,grambank
matu1261,aust1307,grambank
maun1240,iwai1246,grambank
mauw1238,nucl1709,grambank
maxa1247,nucl1710,grambank
maya1285,misu1242,grambank
mayk1239,pama1250,grambank
mayo1261,atla1278,grambank
mayo1264,utoa1244,grambank
maza1304,afro1255,grambank
mbaa1245,atla1278,grambank
mbal1255,atla1278,grambank
mban1263,atla1278,grambank
mbar1260,afro1255,grambank
mbay1241,cent2225,grambank
mboc1235,atla1278,grambank
mbol1247,atla1278,grambank
mbug1242,atla1278,grambank
mbul1263,aust1307,grambank
mbya1239,tupi1275,grambank
meen1242,surm1244,grambank
mehe1243,sepi1257,grambank
mehi1240,araw1281,grambank
meke1243,aust1307,grambank
mele1247,drav1251,grambank
mele1250,aust1307,grambank
melo1242,gong1255,grambank
melp1238,nucl1709,grambank
mend1266,mand1469,grambank
mend1268,sepi1257,grambank
meng1267,aust1307,grambank
meny1245,anga1289,grambank
mera1242,aust1307,grambank
mere1242,aust1307,grambank
meri1244,east2503,grambank
meru1245,atla1278,grambank
mesc1238,atha1245,grambank
meta1238,atla1278,grambank
meya1236,east1459,grambank
mezo1235,otom1299,grambank
mezq1235,otom1299,grambank
miam1252,algi1248,grambank
mian1256,nucl1709,grambank
mich1245,utoa1244,grambank
midd1327,aust1307,grambank
midd1357,pama1250,grambank
mido1240,nubi1251,grambank
mids1243,atla1278,grambank
miga1249,afro1255,grambank
miju1243,sino1245,grambank
mika1239,musk1252,grambank
mikm1235,algi1248,grambank
mila1245,sino1245,grambank
mill1237,huar1251,grambank
mina1268,aust1307,grambank
mina1276,afro1255,grambank
minh1238,mong1349,grambank
mini1251,aust1307,grambank
mini1256,huit1251,grambank
miri1266,jarr1235,grambank
misi1243,aust1307,grambank
misk1235,misu1242,grambank
miwa1242,worr1236,grambank
mixt1426,otom1299,grambank
miya1266,afro1255,grambank
mlab1235,aust1305,grambank
mlah1239,afro1255,grambank
mmen1238,atla1278,grambank
moba1244,atla1278,grambank
moch1257,maya1287,grambank
moco1246,guai1249,grambank
mode1248,indo1319,grambank
moha1258,iroq1247,grambank
moii1235,west1493,grambank
moke1242,aust1307,grambank
moki1238,aust1307,grambank
mokl1243,aust1307,grambank
mokp1239,atla1278,grambank
moks1248,ural1272,grambank
molo1266,afro1255,grambank
moma1245,tung1282,grambank
mong1338,atla1278,grambank
moni1237,otom1299,grambank
monn1252,aust1305,grambank
mono1270,atla1278,grambank
mono1273,aust1307,grambank
mono1275,utoa1244,grambank
mont1268,algi1248,grambank
monz1249,atla1278,grambank
mopa1243,maya1287,grambank
more1259,utoa1244,grambank
mori1268,aust1307,grambank
mori1269,aust1307,grambank
morm1235,aust1307,grambank
moro1285,heib1242,grambank
moro1287,aust1307,grambank
mort1237,aust1307,grambank
mosi1247,nilo1247,grambank
mota1237,aust1307,grambank
motl1237,aust1307,grambank
motu1246,aust1307,grambank
mouk1239,aust1307,grambank
moun1252,koia1260,grambank
move1241,nucl1709,grambank
moyo1238,sino1245,grambank
mpad1242,afro1255,grambank
mpii1239,sino1245,grambank
mpot1240,atla1278,grambank
mual1241,aust1307,grambank
mudu1239,drav1251,grambank
mudu1242,aust1307,grambank
mull1237,nort1547,grambank
muna1247,aust1307,grambank
munc1235,sino1245,grambank
mund1320,aust1305,grambank
mund1325,atla1278,grambank
mund1326,atla1278,grambank
mund1328,atla1278,grambank
mund1330,tupi1275,grambank
munu1238,worr1236,grambank
murl1244,surm1244,grambank
murr1258,sout2772,grambank
muru1266,pama1250,grambank
muru1274,huit1251,grambank
musa1266,nucl1709,grambank
musg1254,afro1255,grambank
muso1238,aust1307,grambank
muss1246,aust1307,grambank
muth1236,drav1251,grambank
muyu1244,aust1307,grambank
mwag1236,afro1255,grambank
mwan1247,atla1278,grambank
mwan1250,mand1469,grambank
mwer1248,atla1278,grambank
naas1242,sout2948,grambank
naba1256,nucl1709,grambank
nade1244,nada1235,grambank
naka1262,aust1307,grambank
nalc1240,nucl1709,grambank
nali1244,aust1307,grambank
nalo1235,aust1307,grambank
nama1264,khoe1240,grambank
nama1266,more1255,grambank
nama1268,aust1307,grambank
namb1293,more1255,grambank
nami1256,sepi1257,grambank
namu1246,sino1245,grambank
nana1257,tung1282,grambank
nand1266,nilo1247,grambank
nang1262,aust1307,grambank
nant1250,araw1281,grambank
naro1251,aust1307,grambank
narr1259,pama1250,grambank
naru1238,pama1250,grambank
nati1243,atla1278,grambank
nati1244,aust1307,grambank
natu1246,aust1307,grambank
naue1237,aust1307,grambank
naur1243,aust1307,grambank
nava1243,atha1245,grambank
nawu1242,atla1278,grambank
naxi1245,sino1245,grambank
ncan1245,atla1278,grambank
ndam1239,atla1278,grambank
ndam1251,afro1255,grambank
nden1248,atla1278,grambank
ndob1238,atla1278,grambank
ndog1248,atla1278,grambank
ndom1245,kolo1268,grambank
ndun1249,atla1278,grambank
nege1240,aust1307,grambank
negi1245,tung1282,grambank
neha1247,aust1307,grambank
nend1239,nucl1709,grambank
nene1249,ural1272,grambank
neng1238,aust1307,grambank
nenn1238,more1255,grambank
nepa1254,indo1319,grambank
nese1235,aust1307,grambank
newa1246,sino1245,grambank
nezp1238,saha1239,grambank
ngaa1240,pama1250,grambank
ngab1239,chib1249,grambank
ngal1292,gunw1250,grambank
ngal1296,atla1278,grambank
ngam1268,cent2225,grambank
ngan1291,ural1272,grambank
ngan1295,gunw1250,grambank
ngar1283,mirn1241,grambank
ngar1284,worr1236,grambank
ngar1285,worr1236,grambank
ngas1240,afro1255,grambank
ngba1284,atla1278,grambank
ngba1285,atla1278,grambank
ngeq1245,aust1305,grambank
ngge1241,nucl1709,grambank
ngit1239,cent2225,grambank
ngom1268,atla1278,grambank
ngul1236,aust1307,grambank
ngur1261,pama1250,grambank
nhan1238,pama1250,grambank
nhen1239,tupi1275,grambank
nica1252,indo1319,grambank
nige1253,atla1278,grambank
nila1242,atla1278,grambank
nina1238,yano1268,grambank
ning1281,sino1245,grambank
nisg1240,tsim1258,grambank
niua1240,aust1307,grambank
niue1239,aust1307,grambank
niva1238,mata1289,grambank
njan1240,atla1278,grambank
nkon1248,atla1278,grambank
nkor1239,ijoi1239,grambank
noct1238,sino1245,grambank
noku1237,aust1307,grambank
noma1260,atla1278,grambank
noma1263,araw1281,grambank
nonu1241,huit1251,grambank
noon1242,atla1278,grambank
noon1243,atla1278,grambank
nopa1235,otom1299,grambank
nort2671,ural1272,grambank
nort2673,ural1272,grambank
nort2684,aust1305,grambank
nort2690,turk1311,grambank
nort2697,turk1311,grambank
nort2699,drav1251,grambank
nort2701,drav1251,grambank
nort2722,sino1245,grambank
nort2723,sino1245,grambank
nort2724,sino1245,grambank
nort2732,sino1245,grambank
nort2745,yuka1259,grambank
nort2747,hmon1336,grambank
nort2774,atla1278,grambank
nort2775,atla1278,grambank
nort2795,atla1278,grambank
nort2828,aust1307,grambank
nort2836,aust1307,grambank
nort2839,aust1307,grambank
nort2845,aust1307,grambank
nort2847,aust1307,grambank
nort2864,aust1307,grambank
nort2877,aust1307,grambank
nort2885,aust1307,grambank
nort2930,kiwa1251,grambank
nort2938,haid1248,grambank
nort2942,atha1245,grambank
nort2951,maid1262,grambank
nort2952,maid1262,grambank
nort2954,utoa1244,grambank
nort2957,utoa1244,grambank
nort2959,utoa1244,grambank
nort2961,algi1248,grambank
nort2972,choc1280,grambank
nort2980,quec1387,grambank
nort2994,aust1307,grambank
nort3047,afro1255,grambank
nort3139,afro1255,grambank
nort3298,sino1245,grambank
nots1237,aust1307,grambank
nsen1242,atla1278,grambank
nubi1253,afro1255,grambank
nucl1235,indo1319,grambank
nucl1240,atla1278,grambank
nucl1301,turk1311,grambank
nucl1302,kart1248,grambank
nucl1305,drav1251,grambank
nucl1310,sino1245,grambank
nucl1327,limi1242,grambank
nucl1347,atla1278,grambank
nucl1417,atla1278,grambank
nucl1452,momb1255,grambank
nucl1454,yawa1259,grambank
nucl1458,monu1249,grambank
nucl1460,aust1307,grambank
nucl1464,aust1307,grambank
nucl1483,aust1307,grambank
nucl1487,aust1307,grambank
nucl1593,kwom1263,grambank
nucl1594,mair1253,grambank
nucl1595,kwer1242,grambank
nucl1622,anim1240,grambank
nucl1630,koia1260,grambank
nucl1632,sent1261,grambank
nucl1633,nimb1257,grambank
nucl1643,japo1237,grambank
nucl1706,afro1255,grambank
nuer1246,nilo1247,grambank
nugu1242,atla1278,grambank
nukn1238,nucl1709,grambank
nuku1260,aust1307,grambank
nung1282,sino1245,grambank
nupe1254,atla1278,grambank
nusu1239,sino1245,grambank
nuuc1236,waka1280,grambank
nuuu1241,tuuu1241,grambank
nyah1249,aust1305,grambank
nyah1250,aust1305,grambank
nyak1260,atla1278,grambank
nyal1250,atla1278,grambank
nyal1254,aust1307,grambank
nyam1285,afro1255,grambank
nyan1301,pama1250,grambank
nyan1307,atla1278,grambank
nyat1246,atla1278,grambank
nyaw1247,pama1250,grambank
nyig1240,nyul1248,grambank
nyis1236,sino1245,grambank
nyor1246,atla1278,grambank
nyul1247,nyul1248,grambank
nyun1247,pama1250,grambank
nzad1234,atla1278,grambank
nzak1246,atla1278,grambank
nzak1247,atla1278,grambank
obok1239,lake1255,grambank
obom1235,aust1307,grambank
occi1239,indo1319,grambank
ocea1241,aust1307,grambank
ocot1244,otom1299,grambank
ofay1240,nucl1710,grambank
ogam1239,japo1237,grambank
okan1243,sali1255,grambank
okin1246,japo1237,grambank
okoe1238,atla1278,grambank
oksa1245,nucl1709,grambank
okuu1243,atla1278,grambank
olde1238,indo1319,grambank
oldk1249,aust1305,grambank
oldm1242,aust1305,grambank
oldm1243,aust1307,grambank
oloo1241,nucl1708,grambank
olut1240,mixe1284,grambank
omah1247,siou1252,grambank
omba1241,atla1278,grambank
omie1241,koia1260,grambank
omii1238,cent2225,grambank
onaa1245,chon1288,grambank
onge1236,jara1244,grambank
onon1246,iroq1247,grambank
onto1237,aust1307,grambank
opat1246,utoa1244,grambank
oriy1255,indo1319,grambank
orma1241,afro1255,grambank
oroc1248,tung1282,grambank
oroh1237,aust1307,grambank
orok1265,tung1282,grambank
orok1266,atla1278,grambank
orok1267,nucl1580,grambank
orok1269,nucl1709,grambank
orow1242,aust1307,grambank
orya1242,toro1256,grambank
osam1235,atla1278,grambank
otor1240,heib1242,grambank
otta1242,algi1248,grambank
owaa1237,aust1307,grambank
paaa1242,afro1255,grambank
paam1238,aust1307,grambank
paas1238,atla1278,grambank
paco1243,aust1305,grambank
pagi1243,atla1278,grambank
pagu1249,nort2923,grambank
pahn1237,hmon1336,grambank
pait1244,sino1245,grambank
paiw1248,aust1307,grambank
pala1344,aust1307,grambank
pali1279,araw1281,grambank
pamb1243,atla1278,grambank
pamo1252,aust1307,grambank
pamp1243,aust1307,grambank
pana1305,utoa1244,grambank
pana1307,nucl1710,grambank
pang1287,atla1278,grambank
pang1290,aust1307,grambank
pang1291,aust1307,grambank
panj1256,indo1319,grambank
pano1254,pano1259,grambank
pano1255,pano1259,grambank
pany1241,pama1250,grambank
papa1238,toto1251,grambank
papa1265,aust1307,grambank
papa1268,aust1307,grambank
papi1254,aust1307,grambank
papu1250,aust1307,grambank
para1301,aust1305,grambank
para1302,sino1245,grambank
para1311,tupi1275,grambank
para1316,araw1281,grambank
pare1266,aust1305,grambank
pare1272,araw1281,grambank
pate1247,aust1307,grambank
patp1243,aust1307,grambank
patt1248,sino1245,grambank
paul1238,aust1307,grambank
paun1241,araw1281,grambank
pawn1254,cadd1255,grambank
payn1244,nucl1709,grambank
pech1241,chib1249,grambank
peer1241,atla1278,grambank
pela1242,sino1245,grambank
pemo1248,cari1283,grambank
pend1242,aust1307,grambank
peng1244,drav1251,grambank
penr1237,aust1307,grambank
peri1253,mong1349,grambank
phai1238,aust1305,grambank
phak1238,taik1256,grambank
phoe1239,afro1255,grambank
phom1236,sino1245,grambank
phon1246,aust1305,grambank
piap1246,araw1281,grambank
pich1237,araw1281,grambank
piji1239,indo1319,grambank
pila1245,guai1249,grambank
pile1238,aust1307,grambank
pima1248,utoa1244,grambank
pina1252,piaw1238,grambank
ping1243,aust1307,grambank
pint1250,pama1250,grambank
pipi1250,utoa1244,grambank
pite1240,ural1272,grambank
pitt1247,pama1250,grambank
plai1258,algi1248,grambank
plat1254,aust1307,grambank
plau1238,indo1319,grambank
pnar1238,aust1305,grambank
pohn1238,aust1307,grambank
poko1263,nilo1247,grambank
poli1260,indo1319,grambank
poly1242,aust1307,grambank
popt1235,maya1287,grambank
port1283,indo1319,grambank
port1285,aust1307,grambank
pott1240,drav1251,grambank
poya1241,pano1259,grambank
pras1239,indo1319,grambank
psik1239,afro1255,grambank
puka1242,aust1307,grambank
pula1262,atla1278,grambank
pula1263,atla1278,grambank
pulu1242,aust1307,grambank
puma1239,sino1245,grambank
puni1241,afro1255,grambank
puoc1238,aust1305,grambank
pure1242,tara1323,grambank
puri1258,sino1245,grambank
puyu1239,aust1307,grambank
qanj1241,maya1287,grambank
qaqe1238,bain1263,grambank
qaua1234,taik1256,grambank
qawa1238,kawe1237,grambank
qima1242,afro1255,grambank
quap1242,siou1252,grambank
quer1236,otom1299,grambank
quey1238,sino1245,grambank
quil1240,chim1311,grambank
quio1240,otom1299,grambank
rabh1238,sino1245,grambank
rade1240,aust1307,grambank
raji1240,sino1245,grambank
rama1270,chib1249,grambank
ramo1244,aust1307,grambank
rapa1244,aust1307,grambank
rapa1245,aust1307,grambank
rapo1238,nort2933,grambank
raro1241,aust1307,grambank
rata1244,aust1307,grambank
raut1239,sino1245,grambank
rawa1267,nucl1709,grambank
reja1241,aust1307,grambank
remb1250,aust1307,grambank
remo1247,aust1307,grambank
rend1243,afro1255,grambank
reng1252,aust1305,grambank
renn1242,aust1307,grambank
rere1240,aust1307,grambank
resi1247,araw1281,grambank
reye1240,pano1259,grambank
rian1263,kolo1268,grambank
rikb1245,nucl1710,grambank
rita1239,pama1250,grambank
roma1326,indo1319,grambank
romb1245,aust1307,grambank
rong1264,sino1245,grambank
rong1266,sino1245,grambank
ronn1241,afro1255,grambank
roto1249,nort2933,grambank
rotu1241,aust1307,grambank
rovi1238,aust1307,grambank
ruch1235,aust1305,grambank
ruka1240,aust1307,grambank
ruma1248,aust1305,grambank
rumu1243,tura1263,grambank
rund1243,aust1307,grambank
rung1258,maba1274,grambank
rung1259,aust1307,grambank
russ1263,indo1319,grambank
russ1264,mong1349,grambank
rutu1240,nakh1245,grambank
saaa1240,aust1307,grambank
saaa1241,aust1307,grambank
saam1283,atla1278,grambank
saar1237,aust1307,grambank
saba1263,aust1307,grambank
saba1267,aust1307,grambank
saba1268,namb1299,grambank
sabu1255,aust1307,grambank
safw1238,atla1278,grambank
saga1262,atla1278,grambank
sais1237,aust1307,grambank
saka1289,aust1307,grambank
saka1291,aust1307,grambank
saki1247,aust1307,grambank
saki1248,tupi1275,grambank
salt1242,nucl1709,grambank
samb1305,atla1278,grambank
samb1311,atla1278,grambank
samo1303,east2433,grambank
samo1305,aust1307,grambank
sana1295,afro1255,grambank
sana1297,indo1319,grambank
sanb1241,otom1299,grambank
sanb1242,chib1249,grambank
sand1278,huav1256,grambank
sang1321,sino1245,grambank
sang1330,atla1278,grambank
sang1331,atla1278,grambank
sani1269,sino1245,grambank
sanj1284,otom1299,grambank
sanm1289,quec1387,grambank
sanm1295,otom1299,grambank
sanm1301,otom1299,grambank
sant1410,aust1305,grambank
sant1436,otom1299,grambank
sant1451,otom1299,grambank
sanu1240,yano1268,grambank
sapo1253,aust1307,grambank
sapu1248,aust1305,grambank
sara1321,cent2225,grambank
sara1327,aust1307,grambank
sara1331,araw1281,grambank
sara1340,indo1319,grambank
sars1236,atha1245,grambank
sasa1249,aust1307,grambank
sata1237,aust1307,grambank
sauk1252,nucl1709,grambank
saur1249,drav1251,grambank
saya1246,afro1255,grambank
seco1242,utoa1244,grambank
seda1262,aust1305,grambank
seim1238,aust1307,grambank
seke1241,aust1307,grambank
sekp1241,atla1278,grambank
sela1259,aust1307,grambank
sela1260,aust1307,grambank
sele1249,atla1278,grambank
sele1250,nucl1709,grambank
sema1265,aust1305,grambank
sema1266,aust1305,grambank
seme1247,aust1305,grambank
sene1264,iroq1247,grambank
seng1281,aust1307,grambank
serr1255,utoa1244,grambank
seve1240,algi1248,grambank
sgaw1245,sino1245,grambank
sham1280,atla1278,grambank
shan1283,pano1259,grambank
shas1239,shas1238,grambank
shaw1249,algi1248,grambank
shee1238,hmon1336,grambank
shek1245,dizo1235,grambank
sher1257,sino1245,grambank
sher1258,atla1278,grambank
shil1265,nilo1247,grambank
ship1254,pano1259,grambank
shix1238,sino1245,grambank
shol1240,drav1251,grambank
shon1251,atla1278,grambank
shor1247,turk1311,grambank
shos1248,utoa1244,grambank
shua1257,jiva1245,grambank
shwe1236,aust1305,grambank
siar1238,aust1307,grambank
siaw1243,amto1249,grambank
sibe1251,tung1282,grambank
sich1238,sino1245,grambank
sici1248,indo1319,grambank
sici1249,atla1278,grambank
sida1246,afro1255,grambank
siee1239,aust1307,grambank
sier1248,utoa1244,grambank
sier1250,otom1299,grambank
sika1261,aust1307,grambank
siks1238,algi1248,grambank
siku1242,aust1307,grambank
sile1255,nucl1709,grambank
simb1256,aust1307,grambank
sina1266,aust1307,grambank
sing1264,sino1245,grambank
sini1242,mand1469,grambank
sion1247,tuca1253,grambank
sioo1240,aust1307,grambank
sira1267,aust1307,grambank
siri1273,tupi1275,grambank
siri1274,tuca1253,grambank
siro1249,nucl1709,grambank
sirz1237,nakh1245,grambank
sisi1250,aust1307,grambank
situ1238,sino1245,grambank
siwa1245,sout2948,grambank
siwi1239,afro1255,grambank
siwu1238,atla1278,grambank
siyi1240,sino1245,grambank
skol1241,ural1272,grambank
slov1268,indo1319,grambank
sobe1238,aust1307,grambank
soch1239,otom1299,grambank
soga1242,atla1278,grambank
soli1239,atla1278,grambank
soma1255,afro1255,grambank
soni1259,mand1469,grambank
sons1242,aust1307,grambank
sooo1254,aust1305,grambank
sooo1256,kuli1252,grambank
sora1254,aust1305,grambank
sout1528,indo1319,grambank
sout1549,drav1251,grambank
sout2649,indo1319,grambank
sout2674,ural1272,grambank
sout2715,sino1245,grambank
sout2728,sino1245,grambank
sout2729,sino1245,grambank
sout2730,sino1245,grambank
sout2741,taik1256,grambank
sout2782,atla1278,grambank
sout2797,atla1278,grambank
sout2807,atla1278,grambank
sout2826,krua1234,grambank
sout2856,aust1307,grambank
sout2857,aust1307,grambank
sout2859,aust1307,grambank
sout2869,aust1307,grambank
sout2895,aust1307,grambank
sout2896,aust1307,grambank
sout2912,aust1307,grambank
sout2918,aust1307,grambank
sout2949,kiwa1251,grambank
sout2954,japo1237,grambank
sout2956,haid1248,grambank
sout2959,atha1245,grambank
sout2976,utoa1244,grambank
sout2985,miwo1274,grambank
sout2989,leng1261,grambank
sout2994,namb1299,grambank
sout2996,ayma1253,grambank
sout3236,gumu1250,grambank
sout3262,ural1272,grambank
sril1245,aust1307,grambank
stan1289,indo1319,grambank
stan1290,indo1319,grambank
stan1293,indo1319,grambank
stan1306,aust1307,grambank
stan1318,afro1255,grambank
suab1238,inan1242,grambank
suba1238,atla1278,grambank
suda1237,afro1255,grambank
sude1239,aust1307,grambank
suen1241,nucl1709,grambank
suku1259,atla1278,grambank
suku1261,atla1278,grambank
suku1272,afro1255,grambank
sumi1235,sino1245,grambank
sund1252,aust1307,grambank
sunw1242,sino1245,grambank
supy1237,atla1278,grambank
