glottocode,family_id,source
surg1248,ural1272,grambank
surs1246,aust1307,grambank
suru1261,tupi1275,grambank
suru1262,tupi1275,grambank
susu1250,mand1469,grambank
swah1253,atla1278,grambank
swed1254,indo1319,grambank
taba1263,nort2923,grambank
tafi1243,atla1278,grambank
taga1270,aust1307,grambank
taga1272,aust1307,grambank
tagb1258,aust1307,grambank
tagi1241,sino1245,grambank
tago1246,rash1249,grambank
tagw1240,atla1278,grambank
taha1241,afro1255,grambank
tahi1242,aust1307,grambank
taib1242,sino1245,grambank
tain1253,anga1289,grambank
tain1254,araw1281,grambank
taji1246,aust1307,grambank
taki1248,aust1307,grambank
taku1257,aust1307,grambank
tali1259,aust1307,grambank
tama1331,tama1329,grambank
tama1365,afro1255,grambank
tamb1254,aust1307,grambank
tami1289,drav1251,grambank
tami1290,aust1307,grambank
tane1237,aust1307,grambank
tang1334,sino1245,grambank
tang1336,sino1245,grambank
tang1347,aust1307,grambank
tang1348,aust1307,grambank
tang1373,sino1245,grambank
tang1377,sino1245,grambank
tani1257,tuca1253,grambank
tanz1241,atla1278,grambank
tara1313,sino1245,grambank
tara1319,japo1237,grambank
tari1256,araw1281,grambank
tari1263,afro1255,grambank
taro1264,aust1307,grambank
tata1255,turk1311,grambank
tata1257,aust1307,grambank
tata1258,otom1299,grambank
taul1251,taul1250,grambank
taus1251,aust1307,grambank
tauy1241,nucl1709,grambank
tawa1275,aust1307,grambank
tawa1286,afro1255,grambank
taya1257,afro1255,grambank
tbol1240,aust1307,grambank
tean1237,aust1307,grambank
teda1241,saha1256,grambank
tedi1235,sino1245,grambank
tega1236,rash1249,grambank
tehu1242,chon1288,grambank
teiw1235,timo1261,grambank
teke1275,atla1278,grambank
tekt1235,maya1287,grambank
tele1256,nucl1709,grambank
telu1262,drav1251,grambank
tema1239,utoa1244,grambank
temb1272,atla1278,grambank
temi1246,aust1305,grambank
temo1245,otom1299,grambank
temp1235,aust1307,grambank
tene1248,dogo1299,grambank
teng1272,aust1307,grambank
tenn1246,surm1244,grambank
teop1238,aust1307,grambank
tepe1278,utoa1244,grambank
tera1251,afro1255,grambank
tere1278,sout2948,grambank
tere1281,araw1281,grambank
teri1250,chib1249,grambank
term1237,aust1307,grambank
tern1247,nort2923,grambank
tete1251,utoa1244,grambank
tetu1245,aust1307,grambank
tetu1246,aust1307,grambank
teun1241,aust1307,grambank
tezo1238,otom1299,grambank
thad1238,sino1245,grambank
thai1261,taik1256,grambank
thak1245,sino1245,grambank
than1259,sino1245,grambank
thao1240,aust1307,grambank
thar1283,atla1278,grambank
thay1249,pama1250,grambank
thir1234,utoa1244,grambank
thul1246,sino1245,grambank
thur1254,pama1250,grambank
tibe1272,sino1245,grambank
tibe1274,atla1278,grambank
ticu1245,ticu1244,grambank
tido1248,nort2923,grambank
tief1242,atla1278,grambank
tief1244,atla1278,grambank
tien1242,atla1278,grambank
tiga1245,aust1307,grambank
tigo1236,atla1278,grambank
tika1246,atla1278,grambank
tiko1237,aust1307,grambank
tilu1238,sino1245,grambank
tima1241,katl1246,grambank
timn1235,atla1278,grambank
timu1262,aust1307,grambank
tina1248,aust1307,grambank
tira1254,heib1242,grambank
tiri1258,aust1307,grambank
tiri1261,aust1307,grambank
tiru1241,aust1307,grambank
tita1241,aust1307,grambank
tivv1240,atla1278,grambank
toab1237,aust1307,grambank
toar1246,nucl1580,grambank
toba1268,leng1261,grambank
tobe1252,nort2923,grambank
toda1252,drav1251,grambank
toho1245,utoa1244,grambank
tojo1241,maya1287,grambank
toke1240,aust1307,grambank
tokp1240,indo1319,grambank
toll1241,jica1245,grambank
tolo1255,aust1307,grambank
toma1245,mand1469,grambank
tomb1244,aust1307,grambank
tomm1242,dogo1299,grambank
tond1249,song1307,grambank
tong1308,aust1305,grambank
tong1318,atla1278,grambank
tong1325,aust1307,grambank
tong1329,utoa1244,grambank
toor1238,atla1278,grambank
tora1259,aust1307,grambank
torr1261,indo1319,grambank
tosk1239,indo1319,grambank
tote1238,atla1278,grambank
toto1302,sino1245,grambank
trin1274,araw1281,grambank
trio1238,cari1283,grambank
tsam1247,afro1255,grambank
tsat1238,aust1307,grambank
tsha1245,sino1245,grambank
tsis1238,atla1278,grambank
tsix1234,khoe1240,grambank
tsog1243,atla1278,grambank
tson1249,atla1278,grambank
tsou1248,aust1307,grambank
tswa1253,atla1278,grambank
tswa1255,atla1278,grambank
tuba1278,utoa1244,grambank
tuca1252,tuca1253,grambank
tuge1241,nilo1247,grambank
tugu1245,aust1307,grambank
tuka1248,aust1307,grambank
tuki1240,atla1278,grambank
tula1252,atla1278,grambank
tule1245,yoku1255,grambank
tulu1258,drav1251,grambank
tuml1238,aust1307,grambank
tumu1242,atla1278,grambank
tune1261,atla1278,grambank
tung1290,aust1307,grambank
tunn1238,afro1255,grambank
tupi1273,tupi1275,grambank
turk1303,turk1311,grambank
turk1304,turk1311,grambank
turk1308,nilo1247,grambank
tusc1257,iroq1247,grambank
tutu1241,aust1307,grambank
tuva1244,aust1307,grambank
tuvi1240,turk1311,grambank
tuwa1243,aust1307,grambank
tuwu1238,atla1278,grambank
tver1240,ural1272,grambank
twan1247,sali1255,grambank
ubir1237,aust1307,grambank
ubyk1235,abkh1242,grambank
udih1248,tung1282,grambank
udii1243,nakh1245,grambank
uduk1239,koma1264,grambank
ugar1238,afro1255,grambank
ughe1237,aust1307,grambank
ugon1239,sino1245,grambank
ukaa1243,atla1278,grambank
ukra1253,indo1319,grambank
ulch1241,tung1282,grambank
ulit1238,aust1307,grambank
ulwa1239,misu1242,grambank
umaa1242,aust1307,grambank
uman1240,daga1274,grambank
umbu1257,atla1278,grambank
umbu1258,nucl1709,grambank
umes1235,ural1272,grambank
umii1235,worr1236,grambank
umot1240,boro1281,grambank
unaa1239,nucl1709,grambank
unea1237,aust1307,grambank
unua1237,aust1307,grambank
uppe1275,toto1251,grambank
uppe1427,aust1307,grambank
uppe1439,sali1255,grambank
uraa1244,sino1245,grambank
urak1238,aust1307,grambank
urav1235,aust1307,grambank
urim1252,nucl1708,grambank
urip1239,aust1307,grambank
urni1239,giim1238,grambank
urua1242,aust1307,grambank
uruu1244,uruc1242,grambank
usan1239,nucl1709,grambank
utes1238,utoa1244,grambank
uuuu1243,aust1305,grambank
vano1237,aust1307,grambank
veps1250,ural1272,grambank
vera1241,aust1307,grambank
viem1243,atla1278,grambank
viet1252,aust1305,grambank
vinm1237,aust1307,grambank
voro1241,ural1272,grambank
voti1245,ural1272,grambank
vunj1238,atla1278,grambank
vure1239,aust1307,grambank
vwan1235,atla1278,grambank
waga1260,pama1250,grambank
waig1244,aust1307,grambank
waim1251,aust1307,grambank
waim1252,aust1307,grambank
waim1253,cari1283,grambank
waiw1244,cari1283,grambank
waja1257,pama1250,grambank
waja1259,atla1278,grambank
wala1266,aust1307,grambank
wall1257,aust1307,grambank
walm1241,pama1250,grambank
wamb1257,sino1245,grambank
wamb1258,mirn1241,grambank
wamb1259,nucl1709,grambank
wand1267,aust1307,grambank
wand1278,afro1255,grambank
wang1291,pama1250,grambank
wanm1242,pama1250,grambank
wann1242,mand1469,grambank
wapi1253,araw1281,grambank
wapp1239,yuki1242,grambank
wara1292,atla1278,grambank
wara1294,more1255,grambank
wara1300,aust1307,grambank
ward1246,yang1287,grambank
ware1253,aust1307,grambank
ware1255,araw1281,grambank
wari1268,chap1271,grambank
warj1242,aust1305,grambank
warl1254,pama1250,grambank
warl1255,pama1250,grambank
warl1256,pama1250,grambank
waro1242,aust1307,grambank
warr1255,pama1250,grambank
warr1258,nyul1248,grambank
waru1264,pama1250,grambank
waru1265,pama1250,grambank
wask1241,nucl1709,grambank
wath1238,pama1250,grambank
waur1244,araw1281,grambank
wawa1246,atla1278,grambank
waya1268,aust1307,grambank
waya1269,cari1283,grambank
wayu1241,sino1245,grambank
wayu1243,araw1281,grambank
weda1241,aust1307,grambank
wels1247,indo1319,grambank
weri1253,goil1242,grambank
west2354,indo1319,grambank
west2369,indo1319,grambank
west2386,indo1319,grambank
west2392,ural1272,grambank
west2396,aust1305,grambank
west2397,aust1305,grambank
west2415,sino1245,grambank
west2417,sino1245,grambank
west2418,sino1245,grambank
west2430,hmon1336,grambank
west2441,pama1250,grambank
west2466,atla1278,grambank
west2516,aust1307,grambank
west2538,aust1307,grambank
west2548,aust1307,grambank
west2555,aust1307,grambank
west2557,aust1307,grambank
west2560,aust1307,grambank
west2564,aust1307,grambank
west2594,nucl1709,grambank
west2599,nucl1709,grambank
west2600,nort2923,grambank
west2615,atha1245,grambank
west2618,eski1264,grambank
west2624,utoa1244,grambank
west2632,kere1287,grambank
west2635,maya1287,grambank
west2644,otom1299,grambank
west2650,aust1307,grambank
west2763,afro1255,grambank
west2778,utoa1244,grambank
whit1269,aust1307,grambank
wikm1247,pama1250,grambank
wila1240,worr1236,grambank
winj1235,worr1236,grambank
wint1259,wint1258,grambank
wira1262,pama1250,grambank
wira1265,pama1250,grambank
woii1237,aust1307,grambank
woiw1237,pama1250,grambank
wola1242,gong1255,grambank
wola1253,afro1255,grambank
wole1240,aust1307,grambank
woli1241,aust1307,grambank
woly1239,worr1236,grambank
wood1236,algi1248,grambank
worr1237,worr1236,grambank
wotu1240,aust1307,grambank
woun1238,choc1280,grambank
wuch1236,sino1245,grambank
wudi1238,sino1245,grambank
wuna1249,worr1236,grambank
wurl1240,worr1236,grambank
wusa1235,sino1245,grambank
wutu1241,sino1245,grambank
wuvu1239,aust1307,grambank
wyan1247,iroq1247,grambank
xamt1239,afro1255,grambank
xara1244,aust1307,grambank
xava1240,nucl1710,grambank
xhos1239,atla1278,grambank
xinc1242,xinc1237,grambank
xinc1243,xinc1237,grambank
xinc1246,xinc1237,grambank
xink1235,xinc1237,grambank
xish1235,sino1245,grambank
xokl1240,nucl1710,grambank
yaak1241,afro1255,grambank
yabe1254,aust1307,grambank
yaey1239,japo1237,grambank
yagu1244,peba1241,grambank
yaka1269,atla1278,grambank
yaka1272,atla1278,grambank
yaka1277,aust1307,grambank
yaki1237,saha1239,grambank
yakk1236,sino1245,grambank
yako1252,atla1278,grambank
yaku1245,turk1311,grambank
yala1262,pama1250,grambank
yala1266,aust1307,grambank
yami1254,aust1307,grambank
yami1256,pano1259,grambank
yamp1242,sino1245,grambank
yand1253,pama1250,grambank
yane1238,araw1281,grambank
yank1247,pama1250,grambank
yano1261,yano1268,grambank
yano1262,yano1268,grambank
yany1243,pama1250,grambank
yaoo1241,atla1278,grambank
yaou1238,mand1469,grambank
yape1248,aust1307,grambank
yapu1240,nucl1708,grambank
yaqu1251,utoa1244,grambank
yare1248,yare1250,grambank
yasa1242,atla1278,grambank
yatz1235,otom1299,grambank
yaul1241,kera1258,grambank
yaum1237,nucl1709,grambank
yavi1244,araw1281,grambank
yawa1260,pano1259,grambank
yawa1261,araw1281,grambank
yawi1239,worr1236,grambank
yawu1244,nyul1248,grambank
yayg1236,pama1250,grambank
yecu1235,toto1251,grambank
yems1235,gong1255,grambank
yess1239,sepi1257,grambank
yeyi1239,atla1278,grambank
yidi1250,pama1250,grambank
yima1243,lowe1437,grambank
yinc1238,aust1305,grambank
yind1247,pama1250,grambank
yind1248,pama1250,grambank
yine1238,araw1281,grambank
ying1247,pama1250,grambank
yoga1237,aust1307,grambank
yoku1256,yoku1255,grambank
yona1241,japo1237,grambank
yong1270,sino1245,grambank
yong1276,taik1256,grambank
yong1280,nucl1709,grambank
yora1241,pano1259,grambank
yort1237,pama1250,grambank
youl1235,sino1245,grambank
youn1235,hmon1336,grambank
yuca1254,maya1287,grambank
yucu1253,araw1281,grambank
yuec1235,sino1245,grambank
yuki1243,yuki1242,grambank
yukp1241,cari1283,grambank
yulp1239,pama1250,grambank
yulu1243,cent2225,grambank
yuqu1240,tupi1275,grambank
yuro1248,algi1248,grambank
yuwa1242,pama1250,grambank
zaba1237,aust1307,grambank
zaca1241,utoa1244,grambank
zaca1242,otom1299,grambank
zagh1240,saha1256,grambank
zaiw1241,sino1245,grambank
zakh1243,sino1245,grambank
zamb1245,atla1278,grambank
zand1248,atla1278,grambank
zani1235,otom1299,grambank
zapa1253,zapa1251,grambank
zarm1239,song1307,grambank
zaye1235,sino1245,grambank
zays1235,gong1255,grambank
zeme1240,sino1245,grambank
zenz1235,otom1299,grambank
zhab1238,sino1245,grambank
zigu1244,atla1278,grambank
zinz1238,atla1278,grambank
zoog1238,otom1299,grambank
zulg1242,afro1255,grambank
zulu1248,atla1278,grambank
aari1239,Afro-Asiatic,wals
abid1235,Niger-Congo,wals
abun1252,Abun,wals
west2630,Algic,wals
abaz1241,Northwest Caucasian,wals
adam1238,other,wals
adio1239,Niger-Congo,wals
ando1256,Andoke,wals
adyg1241,Northwest Caucasian,wals
adyg1241,Northwest Caucasian,wals
afri1274,Indo-European,wals
agar1252,Trans-New Guinea,wals
legb1242,Niger-Congo,wals
aghu1253,Nakh-Daghestanian,wals
ango1258,other,wals
angu1242,Pama-Nyungan,wals
agua1252,Mayan,wals
ahte1237,Na-Dene,wals
aika1237,Aikaná,wals
apro1235,Niger-Congo,wals
akac1240,Great Andamanese,wals
akak1252,Great Andamanese,wals
marm1234,Sino-Tibetan,wals
arik1262,Caddoan,wals
akaw1239,Cariban,wals
alle1238,Huarpe,wals
alla1248,Niger-Congo,wals
algo1255,Algic,wals
alun1238,Austronesian,wals
alse1251,Oregon Coast,wals
swis1247,Indo-European,wals
alut1245,Chukotko-Kamchatkan,wals
alaw1244,Mangarrayi-Maran,wals
bata1292,Austronesian,wals
amel1241,Trans-New Guinea,wals
aman1265,Border,wals
amoo1242,Niger-Congo,wals
amba1265,Austronesian,wals
moro1292,Afro-Asiatic,wals
anam1248,Trans-New Guinea,wals
anem1249,Anêm,wals
ango1254,Senagi,wals
anii1246,Khoe-Kwadi,wals
andi1255,Nakh-Daghestanian,wals
mufi1238,Torricelli,wals
sout3123,Afro-Asiatic,wals
safe1240,Trans-New Guinea,wals
jica1244,Na-Dene,wals
apuc1241,Great Andamanese,wals
apal1257,Cariban,wals
arab1268,Zaparoan,wals
aran1237,South Bird's Head,wals
hija1235,Afro-Asiatic,wals
meso1252,Afro-Asiatic,wals
sout3123,Afro-Asiatic,wals
homs1234,Indo-European,wals
adyg1241,Northwest Caucasian,wals
amer1248,other,wals
cent2117,Asmat-Kamrau Bay,wals
sout2694,Altaic,wals
assa1263,Indo-European,wals
astu1245,Indo-European,wals
toca1235,Tupian,wals
aral1243,Austronesian,wals
atik1240,Algic,wals
atak1252,Atakapa,wals
kunz1244,Kunza,wals
paci1278,Eskimo-Aleut,wals
atsu1245,Hokan,wals
tuni1259,Afro-Asiatic,wals
aust1271,other,wals
awiy1238,Trans-New Guinea,wals
avar1256,Nakh-Daghestanian,wals
avik1243,Niger-Congo,wals
akwa1248,Niger-Congo,wals
awng1244,Afro-Asiatic,wals
awyi1241,Border,wals
akhv1239,Nakh-Daghestanian,wals
anyi1245,Niger-Congo,wals
ainu1251,Altaic,wals
ayom1234,Jirajaran,wals
ayor1240,Zamucoan,wals
sout2697,Altaic,wals
veng1238,Niger-Congo,wals
wadj1254,Wandjiginy,wals
bade1248,Afro-Asiatic,wals
xiri1243,Arawakan,wals
indo1317,Austronesian,wals
bana1305,Afro-Asiatic,wals
bari1284,Eastern Sudanic,wals
basa1284,Niger-Congo,wals
bata1301,Austronesian,wals
bauu1244,Trans-New Guinea,wals
band1339,Pama-Nyungan,wals
tach1249,Afro-Asiatic,wals
badi1246,Pama-Nyungan,wals
budu1250,Niger-Congo,wals
baha1258,Greater West Bomberai,wals
bena1264,Trans-New Guinea,wals
chit1275,Indo-European,wals
beng1280,Indo-European,wals
beot1247,Beothuk,wals
bert1248,Berta,wals
dalo1238,Niger-Congo,wals
tazn1238,Afro-Asiatic,wals
bang1368,Austronesian,wals
bagr1243,Indo-European,wals
bang1363,Bangime,wals
bhil1251,Indo-European,wals
bahi1254,Sepik,wals
bidi1241,Afro-Asiatic,wals
bing1248,Central Sudanic,wals
bilu1245,Solomons East Papuan,wals
bima1247,Austronesian,wals
naii1241,Kwomtari,wals
bero1242,Niger-Congo,wals
biss1248,Mande,wals
bisu1246,Sino-Tibetan,wals
bett1235,Dravidian,wals
baka1277,Cariban,wals
brok1247,Indo-European,wals
west2368,Indo-European,wals
baou1238,Niger-Congo,wals
bala1310,Austronesian,wals
kaci1244,Eastern Sudanic,wals
nucl1695,Afro-Asiatic,wals
balt1258,Sino-Tibetan,wals
luba1249,Niger-Congo,wals
bilo1248,Siouan,wals
nija1241,Pama-Nyungan,wals
bala1300,Niger-Congo,wals
cent2194,Afro-Asiatic,wals
bimo1239,Niger-Congo,wals
buru1306,Trans-New Guinea,wals
tumz1238,Afro-Asiatic,wals
bana1307,Arauan,wals
buna1275,Bunuban,wals
band1352,Mande,wals
band1339,Pama-Nyungan,wals
bang1339,Pama-Nyungan,wals
binu1245,Trans-New Guinea,wals
waim1255,Tucanoan,wals
beng1286,Mande,wals
bant1286,Austronesian,wals
bani1254,Arawakan,wals
kuni1265,Trans-New Guinea,wals
boik1241,Sepik,wals
boko1266,Mande,wals
boli1255,Niger-Congo,wals
bong1291,Trans-New Guinea,wals
bosn1245,Indo-European,wals
taga1278,Afro-Asiatic,wals
tiey1235,Mande,wals
basq1248,Basque,wals
basq1248,Basque,wals
basq1248,Basque,wals
basq1248,Basque,wals
basq1248,Basque,wals
basq1248,Basque,wals
basq1248,Basque,wals
basq1248,Basque,wals
basq1248,Basque,wals
basq1248,Basque,wals
baat1238,Niger-Congo,wals
beri1254,Tor-Kwerba,wals
lowa1242,Sino-Tibetan,wals
wara1302,Skou,wals
bera1259,Niger-Congo,wals
baru1267,Trans-New Guinea,wals
brit1235,other,wals
basq1250,Basque,wals
basq1248,Basque,wals
bass1258,Niger-Congo,wals
bath1244,Afro-Asiatic,wals
beto1236,Betoi,wals
buli1255,Austronesian,wals
kwas1243,Niger-Congo,wals
bulg1262,Indo-European,wals
buru1296,Burushaski,wals
mong1330,Altaic,wals
buli1254,Niger-Congo,wals
band1339,Pama-Nyungan,wals
bayu1240,Pama-Nyungan,wals
bais1246,Afro-Asiatic,wals
band1339,Pama-Nyungan,wals
cadd1256,Caddoan,wals
suri1267,Eastern Sudanic,wals
cams1241,Camsá,wals
cand1248,Candoshi,wals
cash1251,Pano-Tacanan,wals
barb1263,Chumash,wals
choc1279,Oto-Manguean,wals
coma1246,Oto-Manguean,wals
tutu1242,Na-Dene,wals
coco1261,Hokan,wals
swam1239,Algic,wals
chic1271,Mayan,wals
moch1256,Niger-Congo,wals
cham1313,Ramu-Lower Sepik,wals
chau1259,Sino-Tibetan,wals
seba1251,Afro-Asiatic,wals
chim1301,Hokan,wals
chan1310,Sino-Tibetan,wals
high1242,Hokan,wals
chay1248,Cahuapanan,wals
nyan1308,Niger-Congo,wals
luba1249,Niger-Congo,wals
chic1272,Oto-Manguean,wals
wasc1239,Penutian,wals
clal1241,Salishan,wals
cola1237,Pama-Nyungan,wals
leal1235,Oto-Manguean,wals
chul1246,Altaic,wals
come1251,Hokan,wals
chem1251,Uto-Aztecan,wals
chim1310,Chimakuan,wals
taba1266,Mayan,wals
ramk1239,Macro-Ge,wals
kana1291,Katukinan,wals
coah1252,Coahuiltecan,wals
cofa1242,Cofán,wals
chor1273,Mayan,wals
chol1282,Mayan,wals
maor1244,Niger-Congo,wals
rums1243,Penutian,wals
ashe1273,Arawakan,wals
pala1351,Oto-Manguean,wals
chip1262,Uru-Chipaya,wals
chru1239,Austronesian,wals
cari1279,Cariban,wals
corn1251,Indo-European,wals
cara1272,Tucanoan,wals
carr1249,Na-Dene,wals
chor1274,Matacoan,wals
usil1237,Oto-Manguean,wals
cash1254,Pano-Tacanan,wals
jola1262,Niger-Congo,wals
chin1283,other,wals
cuic1234,Oto-Manguean,wals
tepe1279,Oto-Manguean,wals
chit1248,Chitimacha,wals
timo1237,Timote-Cuica,wals
cuib1242,Guahiban,wals
chum1261,Niger-Congo,wals
cuit1236,Cuitlatec,wals
chav1241,other,wals
chua1250,Trans-New Guinea,wals
cayu1261,Iroquoian,wals
cayu1262,Cayuvava,wals
daga1275,Trans-New Guinea,wals
dako1258,Siouan,wals
dann1241,Mande,wals
dato1239,Eastern Sudanic,wals
dayy1236,Niger-Congo,wals
tait1250,Niger-Congo,wals
dhuw1249,Pama-Nyungan,wals
darf1239,Eastern Sudanic,wals
godi1239,Niger-Congo,wals
donn1239,Dogon,wals
deni1241,Arauan,wals
shua1254,Khoe-Kwadi,wals
deor1238,Sino-Tibetan,wals
sout2789,Niger-Congo,wals
germ1281,other,wals
dogr1250,Indo-European,wals
dong1290,Niger-Congo,wals
dege1248,Na-Dene,wals
dhiv1236,Indo-European,wals
dhal1245,Pama-Nyungan,wals
dhur1239,Pama-Nyungan,wals
didi1258,Eastern Sudanic,wals
kumi1248,Hokan,wals
dink1262,Eastern Sudanic,wals
jola1263,Niger-Congo,wals
dyaa1242,Pama-Nyungan,wals
duma1253,Niger-Congo,wals
ding1239,Niger-Congo,wals
lowe1415,Trans-New Guinea,wals
dang1274,Afro-Asiatic,wals
bwel1238,Niger-Congo,wals
dolg1241,Altaic,wals
doma1258,Indo-European,wals
dout1240,Lakes Plain,wals
doya1240,Niger-Congo,wals
dari1249,Indo-European,wals
toro1252,Dogon,wals
gaww1239,Afro-Asiatic,wals
huns1239,Niger-Congo,wals
vani1248,Skou,wals
duna1248,Duna-Bogaya,wals
zeeu1238,Indo-European,wals
djim1235,Niger-Congo,wals
ebir1243,Niger-Congo,wals
edol1239,Trans-New Guinea,wals
efik1245,Niger-Congo,wals
enge1239,Niger-Congo,wals
ejag1239,Niger-Congo,wals
else1239,Morwap,wals
emer1243,Tupian,wals
emba1238,Austronesian,wals
enga1252,Trans-New Guinea,wals
enet1250,Uralic,wals
engg1245,Austronesian,wals
enya1247,Niger-Congo,wals
atac1235,Tacame,wals
esse1238,Esselen,wals
yekh1238,Niger-Congo,wals
angl1262,Niger-Congo,wals
ewon1239,Niger-Congo,wals
fasu1242,Trans-New Guinea,wals
west2454,Niger-Congo,wals
east2288,Indo-European,wals
west2519,Austronesian,wals
lipt1238,Niger-Congo,wals
nort2626,Indo-European,wals
mesk1242,Algic,wals
ford1242,Austronesian,wals
adam1253,Niger-Congo,wals
fuln1247,Fulniô,wals
mind1253,Sino-Tibetan,wals
fyam1238,Niger-Congo,wals
gaga1251,Gaagudju,wals
scot1245,Indo-European,wals
alek1238,Trans-New Guinea,wals
apuc1241,Great Andamanese,wals
bava1246,Indo-European,wals
gavi1246,Tupian,wals
bava1246,Indo-European,wals
gbay1287,Niger-Congo,wals
uppe1455,other,wals
swis1247,Indo-European,wals
stan1295,Indo-European,wals
sout2785,Niger-Congo,wals
cypr1249,Indo-European,wals
gudu1252,Afro-Asiatic,wals
godi1239,Niger-Congo,wals
guad1242,other,wals
gads1258,Trans-New Guinea,wals
stan1295,Indo-European,wals
guia1246,other,wals
guga1239,Pama-Nyungan,wals
stan1295,Indo-European,wals
ghot1243,Niger-Congo,wals
cond1242,Pama-Nyungan,wals
gila1241,Indo-European,wals
gula1265,Niger-Congo,wals
gitx1241,Tsimshianic,wals
guri1247,Pama-Nyungan,wals
guaj1255,Tupian,wals
puel1244,Chonan,wals
dhan1270,Pama-Nyungan,wals
stan1295,Indo-European,wals
gami1243,Pama-Nyungan,wals
guma1253,Pama-Nyungan,wals
guan1268,Mascoian,wals
guja1253,Indo-European,wals
goka1239,Niger-Congo,wals
swis1247,Indo-European,wals
swis1247,Indo-European,wals
tunu1234,Eskimo-Aleut,wals
gura1252,Mangrida,wals
gour1243,Niger-Congo,wals
kols1241,Indo-European,wals
garu1246,Trans-New Guinea,wals
goro1259,Austronesian,wals
gree1271,other,wals
swis1247,Indo-European,wals
stan1295,Indo-European,wals
stan1295,Indo-European,wals
guat1253,Guató,wals
guer1240,Niger-Congo,wals
gupa1247,Pama-Nyungan,wals
guja1252,Indo-European,wals
gula1266,Central Sudanic,wals
cari1279,Cariban,wals
gunn1250,Niger-Congo,wals
bava1246,Indo-European,wals
west2356,Indo-European,wals
tyap1238,Niger-Congo,wals
guay1257,Guahiban,wals
swis1247,Indo-European,wals
hadz1240,Hadza,wals
haid1248,Haida,wals
hamt1247,Trans-New Guinea,wals
hemb1242,Niger-Congo,wals
cari1279,Cariban,wals
hong1241,other,wals
halb1244,Indo-European,wals
hmar1241,Sino-Tibetan,wals
hmon1333,Hmong-Mien,wals
hmon1264,Hmong-Mien,wals
nupo1240,Witotoan,wals
hund1239,Niger-Congo,wals
hanu1241,Austronesian,wals
minn1241,Sino-Tibetan,wals
hopi1249,Uto-Aztecan,wals
hree1244,Austro-Asiatic,wals
hara1271,Afro-Asiatic,wals
hars1241,Afro-Asiatic,wals
hais1244,Wakashan,wals
hupa1239,Na-Dene,wals
sanm1287,Huavean,wals
hawa1247,other,wals
haya1250,Niger-Congo,wals
asho1236,Sino-Tibetan,wals
iauu1242,Lakes Plain,wals
icel1236,other,wals
teke1274,Niger-Congo,wals
bata1298,Austronesian,wals
iged1239,Niger-Congo,wals
ihaa1241,Greater West Bomberai,wals
izon1238,Ijoid,wals
stin1234,Austronesian,wals
cari1277,Eskimo-Aleut,wals
east2534,Eskimo-Aleut,wals
nort2943,Eskimo-Aleut,wals
indi1237,other,wals
paki1242,other,wals
east2534,Eskimo-Aleut,wals
iris1235,other,wals
iran1263,Iranxe,wals
isek1239,Niger-Congo,wals
ishk1246,Indo-European,wals
inte1259,other,wals
isok1239,Niger-Congo,wals
isra1236,other,wals
emil1241,Indo-European,wals
itel1242,Chukotko-Kamchatkan,wals
ligu1248,Indo-European,wals
neap1235,Indo-European,wals
iton1250,Itonama,wals
piem1238,Indo-European,wals
itaw1240,Austronesian,wals
ixca1245,Oto-Manguean,wals
ixil1251,Mayan,wals
izie1238,Niger-Congo,wals
jadd1243,Sino-Tibetan,wals
izer1241,Niger-Congo,wals
jebe1250,Cahuapanan,wals
jeri1242,Mande,wals
jeme1245,Kiowa-Tanoan,wals
jiar1240,Sino-Tibetan,wals
sheh1240,Afro-Asiatic,wals
jino1236,Sino-Tibetan,wals
luwo1239,Eastern Sudanic,wals
east2800,Arauan,wals
rang1266,Sino-Tibetan,wals
talo1250,Kordofanian,wals
japr1238,Cariban,wals
juru1256,Tupian,wals
jara1245,South Andamanese,wals
tase1235,Sino-Tibetan,wals
juma1249,Tupian,wals
jurc1239,Altaic,wals
jara1276,Arauan,wals
karo1305,Tupian,wals
kach1279,Sino-Tibetan,wals
kadu1257,Kadu,wals
kaki1249,Tate,wals
kome1238,Austronesian,wals
kaia1245,Ramu-Lower Sepik,wals
kala1373,Indo-European,wals
kela1255,Austronesian,wals
kate1253,Trans-New Guinea,wals
kaiw1246,Tupian,wals
kaza1248,Altaic,wals
inpu1234,Sino-Tibetan,wals
kaba1276,Indo-European,wals
kane1243,Saharan,wals
bwek1238,Sino-Tibetan,wals
kabi1261,Niger-Congo,wals
kond1295,Dravidian,wals
kari1312,Pano-Tacanan,wals
kadi1248,Guaicuruan,wals
coas1294,Austronesian,wals
keii1239,Austronesian,wals
kekc1242,Mayan,wals
umal1238,Austronesian,wals
kewa1250,Trans-New Guinea,wals
krio1252,other,wals
kirg1245,Altaic,wals
nucl1379,Niger-Congo,wals
wame1240,Niger-Congo,wals
kago1247,Niger-Congo,wals
copp1244,Eskimo-Aleut,wals
kirg1245,Altaic,wals
khun1259,Tai-Kadai,wals
khow1242,Indo-European,wals
kick1244,Algic,wals
kire1240,Ramu-Lower Sepik,wals
kitj1240,Jarrakan,wals
luba1250,Niger-Congo,wals
kiny1244,Niger-Congo,wals
cerm1238,Niger-Congo,wals
kiss1245,Niger-Congo,wals
kits1249,Caddoan,wals
kuii1253,Greater West Bomberai,wals
nort2641,Indo-European,wals
